trade_id,strategy_id,symbol,direction,pullback_time,confirmation_time,entry_time,entry_price,initial_stop,initial_risk_points,initial_risk_ticks,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R_C1,net_R_C1,MAE_R,MFE_R,impulse_reference_time,setup_age_bars,quantity,fold,fold_start_state
GD-000005,T2_Trend_Pullback_Continuation_v1.0,GD,LONG,2024-02-20 20:30:00+03:00,2024-02-20 21:00:00+03:00,2024-02-20 21:00:00+03:00,2112.43712444,2109.42523273,3.01189170755,3011.89170755,2024-02-20 23:30:00+03:00,2109.42523273,INITIAL_STOP,5,-1,0.000664034498646,-1.0006640345,0.825621616743,0.0344009006977,2024-02-20 19:30:00+03:00,1,331.570665558,WF01,FLAT
MIX-000003,T2_Trend_Pullback_Continuation_v1.0,MIX,SHORT,2024-02-21 16:30:00+03:00,2024-02-21 17:30:00+03:00,2024-02-21 17:30:00+03:00,448019.763358,450018.801702,1999.03834404,1999038.34404,2024-02-22 09:30:00+03:00,447369.080513,ATR_TRAILING_STOP,15,0.325497930855,1.00048105929e-06,0.325496930374,0.0525892007148,1.80556255787,2024-02-21 16:00:00+03:00,2,0.497604143556,WF01,FLAT
BR-000004,T2_Trend_Pullback_Continuation_v1.0,BR,LONG,2024-02-21 18:30:00+03:00,2024-02-21 19:00:00+03:00,2024-02-21 19:00:00+03:00,56.2959552363,56.0249749251,0.270980311164,270.980311164,2024-02-22 15:30:00+03:00,56.4320673138,EMA50_TREND_LOSS,24,0.502295081413,0.00738061002075,0.494914471392,0.326491802918,2.00918032565,2024-02-21 18:00:00+03:00,1,3674.04329521,WF01,FLAT
Si-000004,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-02-28 19:30:00+03:00,2024-02-28 20:30:00+03:00,2024-02-28 20:30:00+03:00,124021.594806,124579.802393,558.207586634,558207.586634,2024-02-29 16:30:00+03:00,123795.863879,ATR_TRAILING_STOP,23,0.404385271775,3.58289648491e-06,0.404381688879,0.516152641547,1.49029988052,2024-02-28 19:00:00+03:00,2,1.79094869906,WF01,FLAT
MIX-000004,T2_Trend_Pullback_Continuation_v1.0,MIX,LONG,2024-03-05 13:00:00+03:00,2024-03-05 13:30:00+03:00,2024-03-05 13:30:00+03:00,465120.556828,464104.962726,1015.59410253,1015594.10253,2024-03-05 19:00:00+03:00,465156.264469,ATR_TRAILING_STOP,11,0.0351593620158,1.96929067924e-06,0.0351573927251,0.241531795412,1.9322543633,2024-03-05 10:00:00+03:00,1,0.982644124741,WF01,FLAT
Si-000005,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-03-06 14:30:00+03:00,2024-03-06 15:30:00+03:00,2024-03-06 15:30:00+03:00,123062.546416,123646.364281,583.817865242,583817.865242,2024-03-06 16:30:00+03:00,123484.581815,EMA50_TREND_LOSS,2,-0.722888804852,3.4257259311e-06,-0.722892230578,0.655697217221,0.0532898798448,2024-03-06 14:00:00+03:00,2,1.71930990832,WF01,FLAT
CNY-000006,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-03-06 14:30:00+03:00,2024-03-06 15:30:00+03:00,2024-03-06 15:30:00+03:00,15.1133120974,15.1685424803,0.0552303829286,55.2303829286,2024-03-06 17:00:00+03:00,15.1685424803,INITIAL_STOP,3,-1,0.0362119524427,-1.03621195244,0.91467833803,0.0217780556674,2024-03-06 14:00:00+03:00,2,17580.9419846,WF01,FLAT
GD-000006,T2_Trend_Pullback_Continuation_v1.0,GD,LONG,2024-03-05 19:30:00+03:00,2024-03-05 20:30:00+03:00,2024-03-05 20:30:00+03:00,2209.83220473,2202.41243865,7.41976607549,7419.76607549,2024-03-06 18:30:00+03:00,2214.67790425,ATR_TRAILING_STOP,27,0.653079823447,0.000269550276875,0.652810273171,0.349107325249,2.37392981169,2024-03-05 19:00:00+03:00,2,133.247025204,WF01,FLAT
GD-000007,T2_Trend_Pullback_Continuation_v1.0,GD,LONG,2024-03-06 23:00:00+03:00,2024-03-06 23:30:00+03:00,2024-03-06 23:30:00+03:00,2225.8920318,2219.15567394,6.73635785633,6736.35785633,2024-03-07 18:00:00+03:00,2232.13891905,ATR_TRAILING_STOP,20,0.927338984163,0.000296896341117,0.927042087822,0.0307619606183,2.73781449503,2024-03-06 22:00:00+03:00,1,147.723126355,WF01,FLAT
MIX-000005,T2_Trend_Pullback_Continuation_v1.0,MIX,LONG,2024-03-11 12:00:00+03:00,2024-03-11 13:30:00+03:00,2024-03-11 13:30:00+03:00,467888.922984,466499.045856,1389.87712815,1389877.12815,2024-03-11 16:30:00+03:00,466499.045856,INITIAL_STOP,6,-1,1.43897612205e-06,-1.00000143898,0.907658611674,0,2024-03-11 11:30:00+03:00,3,0.718278196776,WF01,FLAT
MIX-000006,T2_Trend_Pullback_Continuation_v1.0,MIX,LONG,2024-03-13 14:00:00+03:00,2024-03-13 15:30:00+03:00,2024-03-13 15:30:00+03:00,468134.221251,466813.281197,1320.94005478,1320940.05478,2024-03-13 16:30:00+03:00,467538.496889,EMA50_TREND_LOSS,2,-0.450985160562,1.51407324864e-06,-0.450986674636,0.344871005136,0.15917123314,2024-03-13 12:00:00+03:00,3,0.748205972735,WF01,FLAT
