group,metric,trades,mean,median,p75,p90
ALL,MAE_R,210,0.424288362774,0.386408315034,0.663751929857,0.82594061877
ALL,MFE_R,210,1.48991483421,0.959748663294,1.94651932268,3.5892781
WINNERS,MAE_R,84,0.331800500348,0.283108441853,0.468824419695,0.722105321298
WINNERS,MFE_R,84,2.95551056328,2.18572945773,3.50243414479,6.21282053748
LOSERS,MAE_R,126,0.485946937726,0.502826199743,0.730713713428,0.874757320391
LOSERS,MFE_R,126,0.512851014833,0.409023175333,0.7663064628,1.1529330218
