omitted_fold,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,winning_streak,losing_streak
WF01,168,1.1317683281,0.0672143662263,11.292013526,-13.5709264558,0.832073886983,0.380952380952,5,8
WF02,154,1.09546024464,0.0484458119465,7.46065503976,-13.5709264558,0.549752816366,0.402597402597,5,8
WF03,158,0.987259970502,-0.00652443092488,-1.03086008613,-13.5709264558,-0.0759609220115,0.398734177215,5,8
WF04,150,1.37239505942,0.163538063087,24.530709463,-7.22205559575,3.39663813686,0.42,5,6
