symbol,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,winning_streak,losing_streak
Si,40,1.23204730738,0.11142980474,4.45719218961,-6.24573145233,0.713638142085,0.35,2,5
CNY,37,0.843155281884,-0.0761715045135,-2.818345667,-9.44101658004,-0.298521419077,0.297297297297,4,6
GD,28,0.974980704575,-0.00926855736016,-0.259519606084,-3.24807404429,-0.0798995350923,0.571428571429,3,3
BR,24,0.900412899914,-0.074808454145,-1.79540289948,-7.25190448796,-0.2475767438,0.291666666667,2,5
MIX,45,1.95156209336,0.316570749783,14.2456837403,-3.71775499459,3.83179735108,0.511111111111,4,5
NG,36,1.01106952676,0.00707124695184,0.254564890266,-13.6310640855,0.0186753498237,0.361111111111,3,5
