strategy,tested_configurations,central_configuration_id,configuration_id,trades,PF_C1,expectancy_C1,net_R_C1,max_DD_C1,recovery_factor_C1,win_rate_C1,Si_trades,Si_expectancy_C1,CNY_trades,CNY_expectancy_C1,2023_trades,2023_expectancy_C1,2024_trades,2024_expectancy_C1,LONG_trades,LONG_expectancy_C1,SHORT_trades,SHORT_expectancy_C1,top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,expectancy_C1_without_top3,net_R_without_top5,expectancy_C1_without_top5,PF_C1_without_best_trade,PF_C1_without_top3,PF_C1_without_top5,overall_plateau_classification,ROBUST_PLATEAU_configurations,LOCAL_SPIKE_configurations,NO_EDGE_configurations
T3,22,T3-M30-0010-938b6b3b78f6,T3-M30-0010-938b6b3b78f6,235,2.00268933089,0.425920854549,100.091400819,-17.8646979833,5.60274799564,0.43829787234,119,0.516871383905,116,0.33261815633,124,0.479760226504,111,0.365775970562,148,0.373576366626,87,0.514966650095,0.0494595036943,0.125721572927,0.193133826412,0.324722121133,90.2037365481,0.385486053625,74.9578549512,0.323094202376,61.4811784702,0.26730947161,1.90363731053,1.75090807813,1.6159022773,ROBUST_PLATEAU,9,13,0
