trade_id,strategy,symbol,direction,entry_time,entry_price,initial_stop,initial_risk,exit_time,exit_price,exit_reason,bars_held,gross_profit,gross_R,MAE_points,MFE_points,MAE_R,MFE_R,profit_points,profit_R,quantity,costs,net_profit,tick_size,initial_risk_ticks,cost_R,strategy_id,initial_risk_points,instrument,timeframe,fold_id,net_R
T3-M30-WF03-test-Si-000001,T3,Si,LONG,2024-08-12 12:00:00+03:00,87.59,87.2417247918,0.348275208174,2024-08-12 22:00:00+03:00,88.8720875452,ATR_TRAILING_STOP,20,3681.24837807,3.68124837807,0.05,1.91,0.143564625981,5.48416871248,1.28208754521,3.68124837807,2871.29251962,0,3681.24837807,0.001,348.275208174,0,T3_MTF_Trend_v1.0,0.348275208174,USDRUBF,M30,WF03,3.67550579303
T3-M30-WF03-test-Si-000002,T3,Si,LONG,2024-08-13 10:30:00+03:00,89.88,89.1338437527,0.746156247253,2024-08-13 16:30:00+03:00,89.1338437527,ATR_TRAILING_STOP,12,-1036.81248378,-1,0.746156247253,0.21,1,0.281442393296,-0.746156247253,-1,1389.53803255,0,-1036.81248378,0.001,746.156247253,0,T3_MTF_Trend_v1.0,0.746156247253,USDRUBF,M30,WF03,-1.00268040375
T3-M30-WF03-test-CNY-000001,T3,CNY,LONG,2024-08-15 15:30:00+03:00,12.033,11.9650670308,0.0679329691728,2024-08-15 16:30:00+03:00,11.9650670308,ATR_TRAILING_STOP,2,-1000,-1,0.0679329691728,0.003,1,0.0441611788286,-0.0679329691728,-1,14720.3929429,0,-1000,0.001,67.9329691728,0,T3_MTF_Trend_v1.0,0.0679329691728,CNYRUBF,M30,WF03,-1.02944078589
T3-M30-WF03-test-CNY-000002,T3,CNY,SHORT,2024-08-22 18:30:00+03:00,11.861,11.9244073782,0.0634073781614,2024-08-23 13:00:00+03:00,11.7736645722,ATR_TRAILING_STOP,17,1363.5964144,1.37737011556,0.000999999999999,0.186,0.0157710353116,2.93341256796,0.0873354277853,1.37737011556,15613.3249585,0,1363.5964144,0.001,63.4073781614,0,T3_MTF_Trend_v1.0,0.0634073781614,CNYRUBF,M30,WF03,1.34582804493
T3-M30-WF03-test-CNY-000003,T3,CNY,SHORT,2024-08-26 10:30:00+03:00,11.722,11.7921788426,0.0701788425685,2024-08-27 10:30:00+03:00,11.692812487,ATR_TRAILING_STOP,28,417.414089943,0.415901885599,0.014,0.089,0.199490323402,1.26818848449,0.0291875129534,0.415901885599,14301.1187904,0,417.414089943,0.001,70.1788425685,0,T3_MTF_Trend_v1.0,0.0701788425685,CNYRUBF,M30,WF03,0.38740326797
T3-M30-WF03-test-Si-000003,T3,Si,SHORT,2024-09-03 11:00:00+03:00,88.85,89.1788173682,0.32881736819,2024-09-04 10:30:00+03:00,88.1237764972,ATR_TRAILING_STOP,27,2266.99709289,2.20859228572,0.18,1.18,0.547416339321,3.58861822444,0.726223502797,2.20859228572,3121.62451939,0,2266.99709289,0.001,328.81736819,0,T3_MTF_Trend_v1.0,0.32881736819,USDRUBF,M30,WF03,2.20250988195
T3-M30-WF03-test-CNY-000004,T3,CNY,LONG,2024-09-03 13:00:00+03:00,12.103,12.0456668466,0.0573331533554,2024-09-03 17:00:00+03:00,12.0745261622,ATR_TRAILING_STOP,8,-500.517062198,-0.496638265179,0.0284738378196,0.064,0.496638265179,1.11628257395,-0.0284738378196,-0.496638265179,17578.1384079,0,-500.517062198,0.001,57.3331533554,0,T3_MTF_Trend_v1.0,0.0573331533554,CNYRUBF,M30,WF03,-0.531522095614
T3-M30-WF03-test-CNY-000005,T3,CNY,LONG,2024-09-04 13:30:00+03:00,12.207,12.1364316853,0.0705683146708,2024-09-05 10:30:00+03:00,12.317242616,ATR_TRAILING_STOP,22,1566.59316273,1.56221126259,0.032,0.216,0.453461304117,3.06086380279,0.110242615961,1.56221126259,14210.4135418,0,1566.59316273,0.001,70.5683146708,0,T3_MTF_Trend_v1.0,0.0705683146708,CNYRUBF,M30,WF03,1.53386993108
T3-M30-WF03-test-CNY-000006,T3,CNY,LONG,2024-09-05 14:00:00+03:00,12.428,12.3240463504,0.103953649605,2024-09-05 23:30:00+03:00,12.387,ATR_TRAILING_STOP,19,-401.691577609,-0.394406547108,0.062,0.06,0.596419656603,0.577180312842,-0.041,-0.394406547108,9797.35555143,0,-401.691577609,0.001,103.953649605,0,T3_MTF_Trend_v1.0,0.103953649605,CNYRUBF,M30,WF03,-0.41364589087
T3-M30-WF03-test-CNY-000007,T3,CNY,LONG,2024-09-06 12:00:00+03:00,12.474,12.4055241798,0.0684758201518,2024-09-09 10:30:00+03:00,12.5656142867,ATR_TRAILING_STOP,25,1357.24515387,1.33790711102,0.011,0.156,0.160640646225,2.27817643738,0.091614286714,1.33790711102,14814.7761943,0,1357.24515387,0.001,68.4758201518,0,T3_MTF_Trend_v1.0,0.0684758201518,CNYRUBF,M30,WF03,1.3086997208
T3-M30-WF03-test-Si-000004,T3,Si,LONG,2024-09-06 18:30:00+03:00,89.84,89.4562966253,0.383703374748,2024-09-10 17:00:00+03:00,90.4983205835,ATR_TRAILING_STOP,53,1799.96737916,1.71570183335,0.12,1.05,0.31274158086,2.73648883252,0.658320583518,1.71570183335,2734.18061689,0,1799.96737916,0.001,383.703374748,0,T3_MTF_Trend_v1.0,0.383703374748,USDRUBF,M30,WF03,1.71048947367
T3-M30-WF03-test-CNY-000008,T3,CNY,LONG,2024-09-16 18:00:00+03:00,12.872,12.823682869,0.0483171310032,2024-09-17 12:00:00+03:00,12.8900550507,ATR_TRAILING_STOP,16,384.150888892,0.37367803805,0.01,0.072,0.206965930972,1.490154703,0.0180550507175,0.37367803805,21276.6441315,0,384.150888892,0.001,48.3171310032,0,T3_MTF_Trend_v1.0,0.0483171310032,CNYRUBF,M30,WF03,0.332284851855
T3-M30-WF03-test-Si-000005,T3,Si,LONG,2024-09-18 18:00:00+03:00,91.92,91.5556394469,0.364360553144,2024-09-19 17:00:00+03:00,92.4243014402,ATR_TRAILING_STOP,26,1476.96320116,1.38407255091,0.18,0.98,0.494016156378,2.68964351806,0.50430144024,1.38407255091,2928.73088059,0,1476.96320116,0.001,364.360553144,0,T3_MTF_Trend_v1.0,0.364360553144,USDRUBF,M30,WF03,1.3785834825
T3-M30-WF03-test-CNY-000009,T3,CNY,LONG,2024-09-20 18:00:00+03:00,13.066,13.0004090179,0.0655909820588,2024-09-23 11:00:00+03:00,13.0281056008,ATR_TRAILING_STOP,14,-596.149247093,-0.577737945827,0.04,0.033,0.609839931412,0.503117943415,-0.0378943992394,-0.577737945827,15731.8563972,0,-596.149247093,0.001,65.5909820588,0,T3_MTF_Trend_v1.0,0.0655909820588,CNYRUBF,M30,WF03,-0.608229942397
T3-M30-WF03-test-CNY-000010,T3,CNY,LONG,2024-09-23 12:30:00+03:00,13.119,13.0561116274,0.0628883726235,2024-09-24 14:00:00+03:00,13.1695041116,ATR_TRAILING_STOP,31,823.880315637,0.803075505716,0.045,0.126,0.715553577279,2.00355001638,0.0505041116483,0.803075505716,16313.1335004,0,823.880315637,0.001,62.8883726235,0,T3_MTF_Trend_v1.0,0.0628883726235,CNYRUBF,M30,WF03,0.771273124504
T3-M30-WF03-test-CNY-000011,T3,CNY,LONG,2024-09-25 16:00:00+03:00,13.115,13.0533824183,0.0616175816714,2024-09-26 10:30:00+03:00,13.0942030983,ATR_TRAILING_STOP,17,-349.040257279,-0.337515708685,0.026,0.037,0.421957488346,0.600477964184,-0.0207969017452,-0.337515708685,16783.2815462,0,-349.040257279,0.001,61.6175816714,0,T3_MTF_Trend_v1.0,0.0616175816714,CNYRUBF,M30,WF03,-0.369973977019
T3-M30-WF03-test-Si-000006,T3,Si,LONG,2024-09-25 16:00:00+03:00,92.38,91.9967270793,0.383272920666,2024-09-26 10:30:00+03:00,92.1084699638,ATR_TRAILING_STOP,17,-766.461408867,-0.708450875485,0.28,0.12,0.730549916007,0.313092821146,-0.271530036195,-0.708450875485,2822.74999704,0,-766.461408867,0.001,383.272920666,0,T3_MTF_Trend_v1.0,0.383272920666,USDRUBF,M30,WF03,-0.713669089171
T3-M30-WF03-test-Si-000007,T3,Si,LONG,2024-09-26 17:00:00+03:00,92.67,92.33423072,0.335769279993,2024-09-30 12:30:00+03:00,92.9720069577,ATR_TRAILING_STOP,47,966.203991599,0.899447852052,0.32,0.63,0.953035370021,1.87628838473,0.302006957675,0.899447852052,3199.2772585,0,966.203991599,0.001,335.769279993,0,T3_MTF_Trend_v1.0,0.335769279993,USDRUBF,M30,WF03,0.893491380989
T3-M30-WF03-test-Si-000008,T3,Si,LONG,2024-10-01 15:30:00+03:00,93.62,93.3469477867,0.273052213346,2024-10-03 11:00:00+03:00,94.9094205467,ATR_TRAILING_STOP,47,5118.35627973,4.72224901931,0.18,1.71,0.659214579491,6.26253850516,1.28942054669,4.72224901931,3969.50110098,0,5118.35627973,0.001,273.052213346,0,T3_MTF_Trend_v1.0,0.273052213346,USDRUBF,M30,WF03,4.71492441288
T3-M30-WF03-test-Si-000009,T3,Si,LONG,2024-10-03 12:30:00+03:00,95.34,94.9288522184,0.411147781581,2024-10-03 15:30:00+03:00,94.9288522184,ATR_TRAILING_STOP,6,-1135.0646243,-1,0.411147781581,0.09,1,0.218899393434,-0.411147781581,-1,2760.72175298,0,-1135.0646243,0.001,411.147781581,0,T3_MTF_Trend_v1.0,0.411147781581,USDRUBF,M30,WF03,-1.00486443097
