trade_id,strategy,symbol,direction,entry_time,entry_price,initial_stop,initial_risk,exit_time,exit_price,exit_reason,bars_held,gross_profit,gross_R,MAE_points,MFE_points,MAE_R,MFE_R,profit_points,profit_R,quantity,costs,net_profit,tick_size,initial_risk_ticks,cost_R,strategy_id,initial_risk_points,instrument,timeframe,fold_id,net_R
T3-M30-WF02-test-Si-000001,T3,Si,SHORT,2024-05-02 13:00:00+03:00,91.98,92.2690851945,0.28908519447,2024-05-02 16:30:00+03:00,92.2690851945,ATR_TRAILING_STOP,7,-1000,-1,0.28908519447,0.1,1,0.345918787655,-0.28908519447,-1,3459.18787655,0,-1000,0.001,289.08519447,0,T3_MTF_Trend_v1.0,0.28908519447,USDRUBF,M30,WF02,-1.00691837575
T3-M30-WF02-test-CNY-000001,T3,CNY,SHORT,2024-05-21 17:30:00+03:00,12.439,12.4725222555,0.033522255526,2024-05-22 10:30:00+03:00,12.4207399086,ATR_TRAILING_STOP,16,544.715477474,0.544715477474,0.008,0.066,0.238647426149,1.96884126573,0.0182600914249,0.544715477474,29830.9282686,0,544.715477474,0.001,33.522255526,0,T3_MTF_Trend_v1.0,0.033522255526,CNYRUBF,M30,WF02,0.485053620937
T3-M30-WF02-test-CNY-000002,T3,CNY,SHORT,2024-05-27 11:00:00+03:00,12.209,12.247178018,0.0381780179933,2024-05-27 15:30:00+03:00,12.2133890872,ATR_TRAILING_STOP,9,-115.589950776,-0.114963725569,0.00438908718335,0.057,0.114963725569,1.49300573985,-0.00438908718335,-0.114963725569,26335.7609332,0,-115.589950776,0.001,38.1780179933,0,T3_MTF_Trend_v1.0,0.0381780179933,CNYRUBF,M30,WF02,-0.16734989188
T3-M30-WF02-test-Si-000002,T3,Si,SHORT,2024-05-27 11:00:00+03:00,88.87,89.1568972949,0.286897294894,2024-05-27 15:00:00+03:00,88.9238926607,ATR_TRAILING_STOP,8,-185.968062743,-0.187846528023,0.0538926607451,0.47,0.187846528023,1.63821691025,-0.0538926607451,-0.187846528023,3450.71221521,0,-185.968062743,0.001,286.897294894,0,T3_MTF_Trend_v1.0,0.286897294894,USDRUBF,M30,WF02,-0.194817663812
T3-M30-WF02-test-CNY-000003,T3,CNY,SHORT,2024-05-27 19:30:00+03:00,12.144,12.1869729484,0.0429729484261,2024-05-28 09:30:00+03:00,12.1869729484,ATR_TRAILING_STOP,10,-1004.29125527,-1,0.0429729484261,0.004,1,0.0930818141761,-0.0429729484261,-1,23370.3130004,0,-1004.29125527,0.001,42.9729484261,0,T3_MTF_Trend_v1.0,0.0429729484261,CNYRUBF,M30,WF02,-1.04654090709
T3-M30-WF02-test-CNY-000004,T3,CNY,SHORT,2024-06-03 12:30:00+03:00,12.278,12.3311923588,0.0531923588232,2024-06-04 09:30:00+03:00,12.296,ATR_TRAILING_STOP,24,-336.448139635,-0.338394468646,0.024,0.048,0.451192624861,0.902385249723,-0.018,-0.338394468646,18691.5633131,0,-336.448139635,0.001,53.1923588232,0,T3_MTF_Trend_v1.0,0.0531923588232,CNYRUBF,M30,WF02,-0.375993854051
T3-M30-WF02-test-Si-000003,T3,Si,SHORT,2024-06-03 12:30:00+03:00,89.24,89.6280367583,0.388036758284,2024-06-04 09:30:00+03:00,89.31,ATR_TRAILING_STOP,24,-178.255850456,-0.180395280874,0.18,0.35,0.46387357939,0.901976404369,-0.07,-0.180395280874,2546.51214937,0,-178.255850456,0.001,388.036758284,0,T3_MTF_Trend_v1.0,0.388036758284,USDRUBF,M30,WF02,-0.185549431756
T3-M30-WF02-test-Si-000004,T3,Si,SHORT,2024-06-04 11:30:00+03:00,88.79,89.1977636655,0.407763665546,2024-06-05 09:30:00+03:00,88.94,ATR_TRAILING_STOP,26,-362.841706193,-0.36786014222,0.34,0.22,0.833816322366,0.53952820859,-0.15,-0.36786014222,2418.94470795,0,-362.841706193,0.001,407.763665546,0,T3_MTF_Trend_v1.0,0.407763665546,USDRUBF,M30,WF02,-0.372764944117
T3-M30-WF02-test-CNY-000005,T3,CNY,SHORT,2024-06-18 16:30:00+03:00,11.713,11.7881293131,0.075129313148,2024-06-19 11:00:00+03:00,11.1328291044,ATR_TRAILING_STOP,17,7651.8998129,7.72229734645,0.056,0.868,0.745381498293,11.5534132235,0.580170895564,7.72229734645,13189.0445926,0,7651.8998129,0.001,75.129313148,0,T3_MTF_Trend_v1.0,0.075129313148,CNYRUBF,M30,WF02,7.69567657866
T3-M30-WF02-test-Si-000005,T3,Si,SHORT,2024-06-18 18:30:00+03:00,86.3,87.0079583243,0.707958324309,2024-06-20 10:30:00+03:00,81.7581363325,ATR_TRAILING_STOP,40,6304.6404687,6.41543931545,0.1,5.73,0.141251252463,8.09369676611,4.54186366747,6.41543931545,1388.11750644,0,6304.6404687,0.001,707.958324309,0,T3_MTF_Trend_v1.0,0.707958324309,USDRUBF,M30,WF02,6.4126142904
