fold_id,fold_net_R,fold_positive_R,share_of_total_positive_R,share_of_total_net_R
WF01,-0.146508804857,11.1338913261,0.285479755967,-0.0190437488166
WF02,10.8184197096,22.7077322899,0.582240088645,1.40621765185
WF03,-2.97863547517,5.15900985591,0.132280155388,-0.387173903035
