instrument,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,median_R,max_losing_streak,max_winning_streak
USDRUBF,39,1.55821675028,0.248831938464,9.70444560008,-4.74252111082,2.04626302621,0.25641025641,-0.452487039916,8,2
CNYRUBF,28,0.85554669157,-0.0718275060908,-2.01117017054,-5.3866510522,-0.37336188126,0.392857142857,-0.404105051159,5,3
