fold_id,train_start,train_end,test_start,test_end,initial_state,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,median_R,max_losing_streak,max_winning_streak,LONG_trades,SHORT_trades,USDRUBF_trades,CNYRUBF_trades,positive_fold
WF01,2023-01-03T09:30:00+03:00,2024-02-01T00:00:00+03:00,2024-02-01T00:00:00+03:00,2024-05-01T00:00:00+03:00,FLAT,21,0.98701209149,-0.00697660975509,-0.146508804857,-9.20677620733,-0.0159131493541,0.285714285714,-0.467614305211,11,3,13,8,12,9,False
WF02,2023-01-03T09:30:00+03:00,2024-05-01T00:00:00+03:00,2024-05-01T00:00:00+03:00,2024-08-01T00:00:00+03:00,FLAT,28,1.90992810866,0.386372132485,10.8184197096,-2.57067939279,4.20838932303,0.357142857143,-0.379571442215,5,2,5,23,19,9,True
WF03,2023-01-03T09:30:00+03:00,2024-08-01T00:00:00+03:00,2024-08-01T00:00:00+03:00,2024-11-01T00:00:00+03:00,FLAT,18,0.633968383484,-0.165479748621,-2.97863547517,-3.62744655366,-0.821138349281,0.277777777778,-0.484712820868,5,2,16,2,8,10,False
