year,month,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,11,0,,,0,0,,
2023,12,3,0,-0.891702083669,-2.67510625101,-2.67510625101,-1,0
2024,1,1,,0.846565262536,0.846565262536,0,,1
2024,2,2,7.39024843129,1.53381468989,3.06762937978,-0.480048532191,6.39024843129,0.5
2024,3,4,1.31948864795,0.093500360832,0.374001443328,-0.933063858496,0.400831561444,0.5
2024,4,4,33.0456064141,1.70601406257,6.82405625028,-0.212948263862,32.0456064141,0.75
2024,5,2,42.9408640499,1.37050476415,2.74100952829,-0.0653541501918,41.9408640499,0.5
2024,6,1,0,-0.357472472027,-0.357472472027,-0.357472472027,-1,0
2024,7,1,0,-0.92616059861,-0.92616059861,-0.92616059861,-1,0
2024,8,2,0.0195287569447,-0.490288431325,-0.980576862651,-1.0001077233,-0.980471243055,0.5
2024,9,2,0,-0.536591607154,-1.07318321431,-1.07318321431,-1,0
2024,10,1,,1.57928805972,1.57928805972,0,,1
2024,11,4,2.17482197639,0.559578613448,2.23831445379,-1.00004041962,2.23822398562,0.5
2024,12,2,1.84651766025,0.423289771722,0.846579543443,-1.00007310325,0.846517660251,0.5
