direction,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
LONG,15,4.11521047588,0.796475956457,11.9471393469,-2.90454052604,4.11326309265,0.533333333333
SHORT,14,1.07933265296,0.0398432268362,0.557805175706,-5.01157359437,0.111303399063,0.357142857143
