year,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,3,0,-0.891702083669,-2.67510625101,-2.67510625101,-1,0
2024,26,2.8532121824,0.583848106676,15.1800507736,-3.40274729779,4.46111610564,0.5
