symbol,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,winning_streak,losing_streak
Si,20,1.89862831728,0.389833805294,7.79667610588,-3.50990893892,2.2213328726,0.5,4,3
CNY,18,2.82002338792,0.970941995293,17.4769559153,-5.45013536071,3.2067012576,0.388888888889,5,6
GD,8,1.80936880802,0.406911472245,3.25529177796,-4.0220128892,0.809368808017,0.375,2,5
BR,10,0.565846416235,-0.195290132581,-1.95290132581,-3.52983119306,-0.553256294423,0.4,2,4
MIX,16,2.80797372612,0.598168523906,9.57069638249,-2.8053575825,3.41157806128,0.5625,4,4
NG,23,0.554788425006,-0.30677196789,-7.05575526148,-7.05575526148,-1,0.217391304348,2,4
