omitted_fold,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,winning_streak,losing_streak
WF01,81,1.68010469344,0.340186059365,27.5550708086,-10.3348579463,2.66622637212,0.41975308642,4,11
WF02,48,1.91787087428,0.419702683289,20.1457287979,-5.54890263689,3.63057889392,0.479166666667,4,5
WF03,72,1.61398841417,0.320619087725,23.0845743162,-11.0387762622,2.09122585402,0.375,4,11
WF04,84,1.37677072694,0.196279962622,16.4875168603,-11.0387762622,1.49360005753,0.357142857143,4,11
