group,metric,trades,mean,median,p75,p90
ALL,MAE_R,95,0.6313136895,0.708651980761,1,1
ALL,MFE_R,95,1.71858101089,0.936814998537,2.29529709987,4.03075692521
WINNERS,MAE_R,38,0.299350205737,0.23985807897,0.383476901923,0.703363024119
WINNERS,MFE_R,38,3.59703099086,2.87285628176,4.03101753387,6.25891169403
LOSERS,MAE_R,57,0.852622678676,0.976198543722,1,1
LOSERS,MFE_R,57,0.466281024245,0.333063582242,0.783660906495,1.09671893274
