strategy,trades,PF_C0,PF_C1,expectancy_C1,break_even_cost,max_DD,average_R,winrate
T1_BBW_Donchian_v1.0,28,0.8164931089855454,0.0682467868985413,-2.348288981098733,-0.07816438729585301,-6283.012046091113,-0.08832437439659309,0.21428571428571427
T3_MTF_Trend_v1.0,109,2.1049567258779187,0.2522330109051335,-1.6241251024075951,0.4547948447373332,-17847.639641848655,0.47802307756209034,0.43119266055045874
