direction,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
LONG,10,4.10566274016,1.04740094153,10.4740094153,-1.37045446438,7.64272705695,0.6,192.7,0.565867323403,2.9864052787
SHORT,4,0.183381800308,-0.613302749899,-2.4532109996,-3.00411012211,-0.816618199692,0.25,49,0.75,0.564944797304
