trade_id,strategy,symbol,direction,entry_time,entry_price,initial_stop,initial_risk,exit_time,exit_price,exit_reason,bars_held,gross_profit,gross_R,MAE_points,MFE_points,MAE_R,MFE_R,profit_points,profit_R,quantity,costs,net_profit,tick_size,initial_risk_ticks,cost_R,strategy_id,initial_risk_points,year
T3-CNY-H4-000001,T3_MTF_Trend_v1.0,CNY,LONG,2023-04-07 12:00:00+03:00,12,11.8223766917,0.177623308267,2023-04-07 16:00:00+03:00,11.8223766917,ATR_TRAILING_STOP,1,-1000,-1,0.177623308267,0,1,0,-0.177623308267,-1,5629.89176228,0,-1000,0.001,177.623308267,0,T3_MTF_Trend_v1.0,0.177623308267,2023
T3-CNY-H4-000002,T3_MTF_Trend_v1.0,CNY,SHORT,2023-05-11 12:00:00+03:00,10.83,11.059115988,0.229115987991,2023-05-11 16:00:00+03:00,11.059115988,ATR_TRAILING_STOP,1,-990,-1,0.229115987991,0,1,0,-0.229115987991,-1,4320.95555042,0,-990,0.001,229.115987991,0,T3_MTF_Trend_v1.0,0.229115987991,2023
T3-CNY-H4-000003,T3_MTF_Trend_v1.0,CNY,LONG,2023-06-30 16:00:00+03:00,12.28,12.0675109205,0.212489079501,2023-07-04 20:00:00+03:00,12.1079724246,ATR_TRAILING_STOP,7,-793.472431856,-0.809583136268,0.172027575405,0.19,0.809583136268,0.89416359865,-0.172027575405,-0.809583136268,4612.47233177,0,-793.472431856,0.001,212.489079501,0,T3_MTF_Trend_v1.0,0.212489079501,2023
T3-CNY-H4-000004,T3_MTF_Trend_v1.0,CNY,LONG,2023-08-09 16:00:00+03:00,13.53,13.3007261243,0.229273875657,2023-08-14 21:00:00+03:00,13.6003513705,ATR_TRAILING_STOP,10,298.303325278,0.306844250396,0.16,0.44,0.697855346761,1.91910220359,0.0703513705114,0.306844250396,4240.19209731,0,298.303325278,0.001,229.273875657,0,T3_MTF_Trend_v1.0,0.229273875657,2023
T3-CNY-H4-000005,T3_MTF_Trend_v1.0,CNY,LONG,2023-08-25 20:00:00+03:00,13.09,12.856461041,0.233538959047,2023-09-11 13:00:00+03:00,13.2243736026,ATR_TRAILING_STOP,28,561.080651848,0.575379813212,0.09,0.37,0.385374673105,1.58431810054,0.134373602634,0.575379813212,4175.52734205,0,561.080651848,0.001,233.538959047,0,T3_MTF_Trend_v1.0,0.233538959047,2023
T3-CNY-H4-000006,T3_MTF_Trend_v1.0,CNY,SHORT,2023-12-13 12:00:00+03:00,12.488,12.6748143175,0.186814317453,2023-12-15 16:00:00+03:00,12.6748143175,ATR_TRAILING_STOP,7,-980.759115453,-1,0.186814317453,0.022,1,0.117763993146,-0.186814317453,-1,5249.91407953,0,-980.759115453,0.001,186.814317453,0,T3_MTF_Trend_v1.0,0.186814317453,2023
T3-CNY-H4-000007,T3_MTF_Trend_v1.0,CNY,SHORT,2024-05-24 12:00:00+03:00,12.343,12.4397640255,0.0967640255084,2024-05-29 16:00:00+03:00,12.308581792,ATR_TRAILING_STOP,10,345.359872697,0.355692188595,0.003,0.203,0.0310032575044,2.09788709113,0.0344182080103,0.355692188595,10034.220044,0,345.359872697,0.001,96.7640255084,0,T3_MTF_Trend_v1.0,0.0967640255084,2024
T3-CNY-H4-000008,T3_MTF_Trend_v1.0,CNY,SHORT,2024-06-10 21:00:00+03:00,12.177,12.3056409638,0.128640963754,2024-06-13 14:00:00+03:00,12.3056409638,ATR_TRAILING_STOP,4,-974.405123025,-1,0.128640963754,0.006,1,0.0466414416131,-0.128640963754,-1,7574.60994218,0,-974.405123025,0.001,128.640963754,0,T3_MTF_Trend_v1.0,0.128640963754,2024
T3-CNY-H4-000009,T3_MTF_Trend_v1.0,CNY,SHORT,2024-06-13 14:00:00+03:00,11.996,12.1993510664,0.203351066373,2024-06-13 18:00:00+03:00,12.1993510664,ATR_TRAILING_STOP,1,-964.661071795,-1,0.203351066373,0,1,0,-0.203351066373,-1,4743.82106276,0,-964.661071795,0.001,203.351066373,0,T3_MTF_Trend_v1.0,0.203351066373,2024
T3-CNY-H4-000010,T3_MTF_Trend_v1.0,CNY,SHORT,2024-06-18 21:00:00+03:00,11.327,11.6113606473,0.284360647335,2024-06-20 13:00:00+03:00,11.3561601725,ATR_TRAILING_STOP,4,-97.9333345516,-0.102546441487,0.073,0.482,0.256716253406,1.69503060468,-0.029160172483,-0.102546441487,3358.46211502,0,-97.9333345516,0.001,284.360647335,0,T3_MTF_Trend_v1.0,0.284360647335,2024
T3-CNY-H4-000011,T3_MTF_Trend_v1.0,CNY,LONG,2024-09-10 17:00:00+03:00,12.674,12.4765069,0.197493099991,2024-10-10 21:00:00+03:00,13.49059738,ATR_TRAILING_STOP,67,3944.75850445,4.13481473563,0.054,1.054,0.27342727418,5.33689531455,0.816597380029,4.13481473563,4830.72637866,0,3944.75850445,0.001,197.493099991,0,T3_MTF_Trend_v1.0,0.197493099991,2024
T3-CNY-H4-000012,T3_MTF_Trend_v1.0,CNY,LONG,2024-11-15 13:00:00+03:00,13.811,13.6757613426,0.135238657434,2024-11-15 21:00:00+03:00,13.6757613426,ATR_TRAILING_STOP,2,-993.482712776,-1,0.135238657434,0.02,1,0.147886709166,-0.135238657434,-1,7346.14445029,0,-993.482712776,0.001,135.238657434,0,T3_MTF_Trend_v1.0,0.135238657434,2024
T3-CNY-H4-000013,T3_MTF_Trend_v1.0,CNY,LONG,2024-11-19 21:00:00+03:00,13.861,13.7272798219,0.133720178078,2024-11-27 21:00:00+03:00,14.7363169586,ATR_TRAILING_STOP,18,6438.19172427,6.54588537906,0.077,1.305,0.575829325886,9.75918532832,0.875316958567,6.54588537906,7355.26903856,0,6438.19172427,0.001,133.720178078,0,T3_MTF_Trend_v1.0,0.133720178078,2024
