year,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
2023,8,1.69232575089,0.259971042785,2.07976834228,-1.00152013886,2.07661160429,0.625,185.25,0.585024964509,2.06813999838
2024,6,2.76154180431,0.990171678898,5.94103007339,-1.82089478779,3.26269815983,0.333333333333,106.833333333,0.663078919659,2.59645199819
