year,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
2023,6,0.224677038335,-0.497458866457,-2.98475319874,-2.98475319874,-1,0.333333333333,114.333333333,0.815468859356,0.752557982655
2024,7,3.48936809853,1.12012701908,7.84088913356,-2.13496211853,3.67261276699,0.428571428571,165.285714286,0.590996587282,2.72621806992
