instrument,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
USDRUBF,14,2.25783648695,0.572914172548,8.02079841567,-2.82241492665,2.84182114399,0.5,151.642857143,0.618476659573,2.29455942687
