direction,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
LONG,7,4.04934131577,1.23935853197,8.67550972378,-1.8302551682,4.74005476095,0.571428571429,222,0.6774385366,2.80593589355
SHORT,6,0.0806430726364,-0.63656229816,-3.81937378896,-3.81937378896,-1,0.166666666667,48.1666666667,0.714619918485,0.659553855095
