direction,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,winning_streak,losing_streak
LONG,51,2.52378920711,0.651047478786,33.2034214181,-3.51825711557,9.4374630186,0.43137254902,3,4
SHORT,34,2.23145351471,0.444210191143,15.1031464989,-3.9963008888,3.77928162046,0.470588235294,3,5
