omitted_fold,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,winning_streak,losing_streak
WF01,62,3.0116694567,0.765621287442,47.4685198214,-3.70547663742,12.8103681297,0.483870967742,4,6
WF02,65,2.18905695579,0.496167101583,32.2508616029,-7.24773997139,4.44978182581,0.446153846154,3,8
WF03,65,2.7821402783,0.714373559045,46.4342813379,-7.37014448231,6.30032171681,0.446153846154,4,7
WF04,63,1.73915267076,0.297873666487,18.7660409887,-7.37014448231,2.54622430181,0.412698412698,4,7
