trade_id,strategy_id,symbol,direction,pullback_time,confirmation_time,entry_time,entry_price,initial_stop,initial_risk_points,initial_risk_ticks,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R_C1,net_R_C1,MAE_R,MFE_R,impulse_reference_time,setup_age_bars,quantity,instrument,strategy,timeframe,net_R,year
T2-M15-Si-000030,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2023-05-08 09:30:00+03:00,2023-05-08 10:00:00+03:00,2023-05-08 10:00:00+03:00,77.06,77.3740784071,0.314078407081,314.078407081,2023-05-08 10:15:00+03:00,77.3740784071,INITIAL_STOP,1,-1,0.0063678366768,-1.00636783668,0,0,2023-05-05 22:45:00+03:00,2,3517.56535042,USDRUBF,T2,M15,-1.00636783668,2023
T2-M15-CNY-000022,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2023-05-08 10:15:00+03:00,2023-05-08 10:30:00+03:00,2023-05-08 10:30:00+03:00,11.11,11.1627191742,0.0527191741615,52.7191741615,2023-05-08 11:00:00+03:00,11.1627191742,INITIAL_STOP,2,-1,0.0379368613376,-1.03793686134,0.569052920065,0.189684306688,2023-05-08 10:00:00+03:00,1,17075.8005315,CNYRUBF,T2,M15,-1.03793686134,2023
T2-M15-Si-000031,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2023-05-10 18:00:00+03:00,2023-05-10 18:15:00+03:00,2023-05-10 18:15:00+03:00,76.26,76.509239624,0.249239624021,249.239624021,2023-05-10 18:30:00+03:00,76.509239624,INITIAL_STOP,1,-1,0.00802440626308,-1.00802440626,0,0,2023-05-10 17:45:00+03:00,1,4388.03846632,USDRUBF,T2,M15,-1.00802440626,2023
T2-M15-CNY-000023,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-05-16 10:30:00+03:00,2023-05-16 11:00:00+03:00,2023-05-16 11:00:00+03:00,11.48,11.417042487,0.0629575129616,62.9575129616,2023-05-16 13:15:00+03:00,11.4418891094,ATR_TRAILING_STOP,9,-0.605343013237,0.0317674556366,-0.637110468874,0.158837278183,0.635349112733,2023-05-16 10:15:00+03:00,2,14150.469471,CNYRUBF,T2,M15,-0.637110468874,2023
T2-M15-Si-000032,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-05-17 12:00:00+03:00,2023-05-17 12:15:00+03:00,2023-05-17 12:15:00+03:00,80.86,80.5348438627,0.325156137298,325.156137298,2023-05-17 15:30:00+03:00,80.6677426674,ATR_TRAILING_STOP,13,-0.591276960791,0.00615089112762,-0.597427851918,0.430562378933,0.676598024038,2023-05-17 11:30:00+03:00,1,3329.62673005,USDRUBF,T2,M15,-0.597427851918,2023
T2-M15-Si-000033,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-05-23 10:15:00+03:00,2023-05-23 10:30:00+03:00,2023-05-23 10:30:00+03:00,80.34,80.1398972806,0.20010271943,200.10271943,2023-05-23 13:15:00+03:00,80.1735785835,ATR_TRAILING_STOP,11,-0.831679934042,0.00999486666497,-0.841674800707,0.749614999873,0.499743333248,2023-05-23 10:00:00+03:00,1,5378.14041299,USDRUBF,T2,M15,-0.841674800707,2023
T2-M15-Si-000034,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-05-23 14:15:00+03:00,2023-05-23 14:30:00+03:00,2023-05-23 14:30:00+03:00,80.23,80.0478562288,0.182143771236,182.143771236,2023-05-23 15:15:00+03:00,80.12,EMA50_TREND_LOSS,3,-0.603918537831,0.0109803370515,-0.614898874883,0.109803370515,0.439213482059,2023-05-23 12:00:00+03:00,1,5858.68281199,USDRUBF,T2,M15,-0.614898874883,2023
T2-M15-Si-000035,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-05-24 18:00:00+03:00,2023-05-24 18:45:00+03:00,2023-05-24 18:45:00+03:00,80.21,80.0118759589,0.198124041082,198.124041082,2023-05-24 22:45:00+03:00,80.2054165347,ATR_TRAILING_STOP,16,-0.0231343218659,0.0100946860819,-0.0332290079478,0.403787443277,0.958995177783,2023-05-24 17:00:00+03:00,3,5353.01446161,USDRUBF,T2,M15,-0.0332290079478,2023
T2-M15-Si-000036,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-05-30 12:30:00+03:00,2023-05-30 12:45:00+03:00,2023-05-30 12:45:00+03:00,80.93,80.6154546737,0.314545326348,314.545326348,2023-05-30 17:30:00+03:00,80.8921555071,ATR_TRAILING_STOP,19,-0.120314910735,0.00635838409434,-0.12667329483,0.572254568491,0.953757614151,2023-05-30 10:00:00+03:00,1,3370.60625113,USDRUBF,T2,M15,-0.12667329483,2023
T2-M15-Si-000037,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-06-06 14:00:00+03:00,2023-06-06 14:15:00+03:00,2023-06-06 14:15:00+03:00,81.27,81.1814317764,0.0885682235935,88.5682235935,2023-06-06 18:30:00+03:00,81.3871491137,ATR_TRAILING_STOP,17,1.32269914535,0.0225814622768,1.30011768307,0.338721934152,4.51629245536,2023-06-06 13:30:00+03:00,1,11955.3650206,USDRUBF,T2,M15,1.30011768307,2023
T2-M15-Si-000038,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-06-07 11:30:00+03:00,2023-06-07 11:45:00+03:00,2023-06-07 11:45:00+03:00,81.47,81.3095143194,0.160485680585,160.485680585,2023-06-07 12:15:00+03:00,81.37,EMA50_TREND_LOSS,2,-0.623108551715,0.0124621710343,-0.635570722749,0.685419406886,0.124621710343,2023-06-07 10:45:00+03:00,1,6683.66134119,USDRUBF,T2,M15,-0.635570722749,2023
T2-M15-CNY-000024,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-06-07 12:30:00+03:00,2023-06-07 12:45:00+03:00,2023-06-07 12:45:00+03:00,11.43,11.4085610023,0.0214389976685,21.4389976685,2023-06-08 09:15:00+03:00,11.4717642792,ATR_TRAILING_STOP,40,1.9480518581,0.0932879433508,1.85476391475,0.466439716754,3.26507801728,2023-06-07 10:45:00+03:00,1,41289.3596749,CNYRUBF,T2,M15,1.85476391475,2023
T2-M15-Si-000039,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-06-08 10:00:00+03:00,2023-06-08 10:45:00+03:00,2023-06-08 10:45:00+03:00,82.09,81.8806459709,0.209354029133,209.354029133,2023-06-08 21:30:00+03:00,82.5687742071,ATR_TRAILING_STOP,42,2.28691183602,0.00955319564798,2.27735864037,0.668723695359,3.39138445503,2023-06-08 09:30:00+03:00,3,5090.96772097,USDRUBF,T2,M15,2.27735864037,2023
T2-M15-CNY-000025,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-06-13 14:00:00+03:00,2023-06-13 14:15:00+03:00,2023-06-13 14:15:00+03:00,11.7,11.6474527829,0.0525472170998,52.5472170998,2023-06-13 19:30:00+03:00,11.76,ATR_TRAILING_STOP,21,1.14183021122,0.0380610070406,1.10376920418,0.380610070406,2.47396545764,2023-06-13 13:45:00+03:00,1,17158.2997511,CNYRUBF,T2,M15,1.10376920418,2023
T2-M15-CNY-000026,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-06-16 11:15:00+03:00,2023-06-16 11:45:00+03:00,2023-06-16 11:45:00+03:00,11.75,11.7181696746,0.031830325442,31.830325442,2023-06-16 13:00:00+03:00,11.73,EMA50_TREND_LOSS,5,-0.628331621569,0.0628331621569,-0.691164783725,0.628331621569,0.628331621569,2023-06-16 10:30:00+03:00,2,28638.4981392,CNYRUBF,T2,M15,-0.691164783725,2023
T2-M15-CNY-000027,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-06-20 17:00:00+03:00,2023-06-20 17:15:00+03:00,2023-06-20 17:15:00+03:00,11.78,11.7479737995,0.0320262005242,32.0262005242,2023-06-21 09:15:00+03:00,11.7771253748,ATR_TRAILING_STOP,24,-0.0897585466084,0.0624488689656,-0.152207415574,0.624488689656,1.24897737931,2023-06-20 16:45:00+03:00,1,28266.6139452,CNYRUBF,T2,M15,-0.152207415574,2023
T2-M15-Si-000040,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2023-06-22 13:00:00+03:00,2023-06-22 13:30:00+03:00,2023-06-22 13:30:00+03:00,83.46,83.6601635852,0.200163585204,200.163585204,2023-06-22 14:00:00+03:00,83.6601635852,INITIAL_STOP,2,-1,0.00999182742438,-1.00999182742,0.649468782585,0.0999182742438,2023-06-22 12:45:00+03:00,2,5445.98071847,USDRUBF,T2,M15,-1.00999182742,2023
T2-M15-Si-000041,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-06-23 16:00:00+03:00,2023-06-23 16:45:00+03:00,2023-06-23 16:45:00+03:00,84.51,84.2135410908,0.296458909242,296.458909242,2023-06-26 09:15:00+03:00,85.0590599263,ATR_TRAILING_STOP,30,1.85206080573,0.00674629750584,1.84531450822,0.236120412704,3.33941726539,2023-06-23 15:45:00+03:00,3,3639.88803186,USDRUBF,T2,M15,1.84531450822,2023
T2-M15-Si-000042,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-06-27 10:45:00+03:00,2023-06-27 11:00:00+03:00,2023-06-27 11:00:00+03:00,85.06,84.7031225313,0.35687746872,356.87746872,2023-06-27 12:15:00+03:00,84.89,EMA50_TREND_LOSS,5,-0.476353972723,0.00560416438498,-0.481958137108,0.280208219249,0.196145753474,2023-06-26 23:45:00+03:00,1,3079.45920043,USDRUBF,T2,M15,-0.481958137108,2023
T2-M15-Si-000043,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-06-29 09:30:00+03:00,2023-06-29 10:00:00+03:00,2023-06-29 10:00:00+03:00,86.4,86.1383577773,0.261642222726,261.642222726,2023-06-29 11:30:00+03:00,86.8775926249,ATR_TRAILING_STOP,6,1.82536526394,0.0076440261788,1.81772123776,0.38220130894,3.93667348208,2023-06-29 00:00:00+03:00,2,4180.10871201,USDRUBF,T2,M15,1.81772123776,2023
T2-M15-CNY-000028,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-06-29 09:30:00+03:00,2023-06-29 10:00:00+03:00,2023-06-29 10:00:00+03:00,11.92,11.8781732174,0.0418267825877,41.8267825877,2023-06-29 19:45:00+03:00,12.0892129508,ATR_TRAILING_STOP,39,4.04556459538,0.0478162525603,3.99774834282,0.478162525603,5.97703157004,2023-06-29 00:00:00+03:00,2,21610.4203799,CNYRUBF,T2,M15,3.99774834282,2023
T2-M15-CNY-000029,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-06-30 12:45:00+03:00,2023-06-30 13:15:00+03:00,2023-06-30 13:15:00+03:00,12.15,12.0767050795,0.0732949205142,73.2949205142,2023-07-03 09:15:00+03:00,12.3012509491,ATR_TRAILING_STOP,44,2.06359387625,0.0272870205189,2.03630685574,0.136435102594,2.86513715448,2023-06-30 11:15:00+03:00,2,12825.3058992,CNYRUBF,T2,M15,2.03630685574,2023
T2-M15-Si-000044,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-07-03 12:30:00+03:00,2023-07-03 13:00:00+03:00,2023-07-03 13:00:00+03:00,89.23,88.936367718,0.293632281998,293.632281998,2023-07-03 15:45:00+03:00,89.07,EMA50_TREND_LOSS,11,-0.544899215138,0.00681124018923,-0.551710455328,0.374618210408,1.05574222933,2023-07-03 12:15:00+03:00,2,3792.40734643,USDRUBF,T2,M15,-0.551710455328,2023
T2-M15-Si-000045,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-07-04 18:30:00+03:00,2023-07-04 18:45:00+03:00,2023-07-04 18:45:00+03:00,89.3,88.7554599795,0.544540020477,544.540020477,2023-07-04 19:15:00+03:00,89,EMA50_TREND_LOSS,2,-0.550923694712,0.00367282463141,-0.554596519343,0,0.404010709456,2023-07-04 16:00:00+03:00,1,2033.69721573,USDRUBF,T2,M15,-0.554596519343,2023
T2-M15-CNY-000030,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-07-04 21:00:00+03:00,2023-07-04 21:30:00+03:00,2023-07-04 21:30:00+03:00,12.38,12.3331451018,0.046854898163,46.854898163,2023-07-05 09:15:00+03:00,12.35,EMA50_TREND_LOSS,11,-0.640274574829,0.0426849716553,-0.682959546484,0.213424858276,0.640274574829,2023-07-04 19:00:00+03:00,2,20471.1077142,CNYRUBF,T2,M15,-0.682959546484,2023
T2-M15-Si-000046,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-07-04 19:45:00+03:00,2023-07-04 20:00:00+03:00,2023-07-04 20:00:00+03:00,89.28,88.9719068955,0.308093104479,308.093104479,2023-07-05 16:30:00+03:00,90.2730966751,ATR_TRAILING_STOP,46,3.22336547177,0.00649154418235,3.21687392758,0.519323534588,5.32306622953,2023-07-04 19:00:00+03:00,1,3574.52906896,USDRUBF,T2,M15,3.21687392758,2023
T2-M15-Si-000047,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-07-05 17:00:00+03:00,2023-07-05 17:30:00+03:00,2023-07-05 17:30:00+03:00,90.71,90.2572766644,0.45272333559,452.72333559,2023-07-06 11:00:00+03:00,92.7705696128,ATR_TRAILING_STOP,34,4.55149856626,0.00441770910129,4.54708085716,0.265062546077,6.5382094699,2023-07-05 16:15:00+03:00,2,2510.83765138,USDRUBF,T2,M15,4.54708085716,2023
T2-M15-CNY-000031,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-07-05 17:00:00+03:00,2023-07-05 17:30:00+03:00,2023-07-05 17:30:00+03:00,12.52,12.4567169472,0.0632830528169,63.2830528169,2023-07-06 12:15:00+03:00,12.7995304716,ATR_TRAILING_STOP,38,4.41714580961,0.0316040379055,4.3855417717,0.316040379055,6.47882777063,2023-07-05 16:15:00+03:00,2,15053.3337183,CNYRUBF,T2,M15,4.3855417717,2023
T2-M15-Si-000048,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-07-10 10:30:00+03:00,2023-07-10 10:45:00+03:00,2023-07-10 10:45:00+03:00,91.6,91.3052961276,0.294703872432,294.703872432,2023-07-10 13:45:00+03:00,91.41,EMA50_TREND_LOSS,12,-0.644714975857,0.00678647343007,-0.651501449287,0.678647343007,0.135729468601,2023-07-10 10:00:00+03:00,1,4032.52976545,USDRUBF,T2,M15,-0.651501449287,2023
T2-M15-Si-000049,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2023-07-11 12:30:00+03:00,2023-07-11 13:15:00+03:00,2023-07-11 13:15:00+03:00,90.27,90.6729378289,0.402937828936,402.937828936,2023-07-11 18:00:00+03:00,90.2656663611,ATR_TRAILING_STOP,19,0.0107551055984,0.00496354488553,0.00579156071287,0.173724070994,1.29052167024,2023-07-11 10:15:00+03:00,3,2930.12865916,USDRUBF,T2,M15,0.00579156071287,2023
T2-M15-Si-000050,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2023-07-14 11:30:00+03:00,2023-07-14 12:00:00+03:00,2023-07-14 12:00:00+03:00,89.99,90.0923276047,0.102327604652,102.327604652,2023-07-14 12:15:00+03:00,90.0923276047,INITIAL_STOP,1,-1,0.0195450680859,-1.01954506809,0,0,2023-07-14 10:45:00+03:00,2,11538.7051525,USDRUBF,T2,M15,-1.01954506809,2023
T2-M15-Si-000051,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2023-07-21 12:00:00+03:00,2023-07-21 12:15:00+03:00,2023-07-21 12:15:00+03:00,90.34,90.4694061677,0.129406167719,129.406167719,2023-07-21 14:30:00+03:00,90.2150519355,ATR_TRAILING_STOP,9,0.965549530786,0.015455213884,0.950094316902,0.231828208259,3.63197526273,2023-07-21 09:45:00+03:00,1,9031.17699067,USDRUBF,T2,M15,0.950094316902,2023
T2-M15-Si-000052,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2023-07-26 10:15:00+03:00,2023-07-26 10:45:00+03:00,2023-07-26 10:45:00+03:00,90.04,90.1771475637,0.137147563736,137.147563736,2023-07-26 15:00:00+03:00,90.07,EMA50_TREND_LOSS,17,-0.218742492996,0.0145828328664,-0.233325325862,0.145828328664,1.16662662931,2023-07-26 09:45:00+03:00,2,8602.36689247,USDRUBF,T2,M15,-0.233325325862,2023
T2-M15-Si-000053,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2023-07-27 12:15:00+03:00,2023-07-27 12:30:00+03:00,2023-07-27 12:30:00+03:00,89.8,89.9290879994,0.129087999425,129.087999425,2023-07-27 13:30:00+03:00,89.9290879994,INITIAL_STOP,4,-1,0.0154933069604,-1.01549330696,0.774665348021,0,2023-07-27 12:00:00+03:00,1,9118.12801735,USDRUBF,T2,M15,-1.01549330696,2023
T2-M15-Si-000054,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-08-02 15:00:00+03:00,2023-08-02 15:45:00+03:00,2023-08-02 15:45:00+03:00,93.13,92.6598331051,0.470166894871,470.166894871,2023-08-02 23:45:00+03:00,93.9446298109,ATR_TRAILING_STOP,32,1.73263966433,0.00425380864076,1.72838585569,0.233959475242,2.70116848688,2023-08-02 14:30:00+03:00,3,2478.03098297,USDRUBF,T2,M15,1.72838585569,2023
T2-M15-CNY-000032,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-08-02 15:00:00+03:00,2023-08-02 15:45:00+03:00,2023-08-02 15:45:00+03:00,12.96,12.9167187951,0.043281204906,43.281204906,2023-08-03 09:15:00+03:00,13.0595148449,ATR_TRAILING_STOP,34,2.29926235103,0.0462094344264,2.2530529166,0.231047172132,3.69675475411,2023-08-02 14:45:00+03:00,3,22975.2961587,CNYRUBF,T2,M15,2.2530529166,2023
T2-M15-Si-000055,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-08-03 14:30:00+03:00,2023-08-03 15:00:00+03:00,2023-08-03 15:00:00+03:00,93.97,93.632077202,0.337922797991,337.922797991,2023-08-03 15:45:00+03:00,93.9481704806,ATR_TRAILING_STOP,3,-0.0645991320491,0.00591851160056,-0.0705176436497,0,1.71636836416,2023-08-03 14:15:00+03:00,2,3507.38499503,USDRUBF,T2,M15,-0.0705176436497,2023
T2-M15-CNY-000033,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-08-03 16:00:00+03:00,2023-08-03 16:30:00+03:00,2023-08-03 16:30:00+03:00,13.09,13.0159843245,0.0740156755416,74.0156755416,2023-08-03 23:30:00+03:00,13.1137677006,ATR_TRAILING_STOP,28,0.32111712037,0.02702130306,0.29409581731,0.1351065153,1.0808521224,2023-08-03 15:45:00+03:00,2,13737.6686466,CNYRUBF,T2,M15,0.29409581731,2023
T2-M15-Si-000056,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-08-03 16:00:00+03:00,2023-08-03 16:30:00+03:00,2023-08-03 16:30:00+03:00,93.97,93.4363687327,0.533631267271,533.631267271,2023-08-04 09:15:00+03:00,94.3374687657,ATR_TRAILING_STOP,31,0.688619254899,0.00374790632158,0.684871348577,0.224874379295,1.23680908612,2023-08-03 15:45:00+03:00,2,2219.49055612,USDRUBF,T2,M15,0.684871348577,2023
T2-M15-CNY-000034,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-08-04 11:15:00+03:00,2023-08-04 12:00:00+03:00,2023-08-04 12:00:00+03:00,13.19,13.1170573422,0.0729426578221,72.9426578221,2023-08-04 18:15:00+03:00,13.2960787844,ATR_TRAILING_STOP,25,1.45427638088,0.0274187979944,1.42685758288,0.137093989972,2.74187979944,2023-08-04 11:00:00+03:00,3,13980.7518711,CNYRUBF,T2,M15,1.42685758288,2023
T2-M15-CNY-000035,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-08-08 12:30:00+03:00,2023-08-08 13:00:00+03:00,2023-08-08 13:00:00+03:00,13.29,13.2470535272,0.04294647278,42.94647278,2023-08-08 13:30:00+03:00,13.26,EMA50_TREND_LOSS,2,-0.698543979471,0.0465695986314,-0.745113578103,0.232847993157,0.465695986314,2023-08-08 11:00:00+03:00,2,24084.4970372,CNYRUBF,T2,M15,-0.745113578103,2023
T2-M15-CNY-000036,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-08-08 14:45:00+03:00,2023-08-08 15:00:00+03:00,2023-08-08 15:00:00+03:00,13.31,13.2670482971,0.0429517029365,42.9517029365,2023-08-09 09:15:00+03:00,13.43,ATR_TRAILING_STOP,37,2.79383567579,0.0465639279299,2.74727174786,0.465639279299,4.42357315334,2023-08-08 14:30:00+03:00,1,23902.1293031,CNYRUBF,T2,M15,2.74727174786,2023
T2-M15-CNY-000037,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-08-09 11:45:00+03:00,2023-08-09 12:30:00+03:00,2023-08-09 12:30:00+03:00,13.48,13.4368551478,0.0431448522463,43.1448522463,2023-08-09 17:45:00+03:00,13.4854786099,ATR_TRAILING_STOP,21,0.126981773946,0.046355472226,0.0806263017198,0.695332083391,2.3177736113,2023-08-09 11:30:00+03:00,3,24448.8418672,CNYRUBF,T2,M15,0.0806263017198,2023
T2-M15-Si-000057,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-08-09 13:45:00+03:00,2023-08-09 14:00:00+03:00,2023-08-09 14:00:00+03:00,97.28,97.03823986,0.241760139964,241.760139964,2023-08-09 17:45:00+03:00,97.2846800838,ATR_TRAILING_STOP,15,0.0193583764001,0.00827266231853,0.0110857140816,0.413633115927,2.56452531875,2023-08-09 13:30:00+03:00,1,4932.57946939,USDRUBF,T2,M15,0.0110857140816,2023
T2-M15-CNY-000038,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-08-10 11:15:00+03:00,2023-08-10 11:45:00+03:00,2023-08-10 11:45:00+03:00,13.47,13.4168120882,0.0531879118137,53.1879118137,2023-08-10 15:15:00+03:00,13.4587736018,ATR_TRAILING_STOP,14,-0.211070481995,0.0376025290672,-0.248673011062,0.188012645336,1.50410116269,2023-08-10 10:00:00+03:00,2,19848.3473741,CNYRUBF,T2,M15,-0.248673011062,2023
T2-M15-Si-000058,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-08-10 16:30:00+03:00,2023-08-10 17:15:00+03:00,2023-08-10 17:15:00+03:00,97.36,96.8054596421,0.554540357858,554.540357858,2023-08-11 09:30:00+03:00,97.4423877279,ATR_TRAILING_STOP,29,0.148569399429,0.00360659052432,0.144962808905,0.108197715729,0.79344991535,2023-08-10 15:00:00+03:00,3,2150.66997968,USDRUBF,T2,M15,0.144962808905,2023
T2-M15-CNY-000039,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2023-08-17 09:45:00+03:00,2023-08-17 10:15:00+03:00,2023-08-17 10:15:00+03:00,12.94,13.0241162543,0.0841162542531,84.1162542531,2023-08-17 14:00:00+03:00,12.7828729228,ATR_TRAILING_STOP,15,1.86797520449,0.0237766174654,1.84419858702,0.118883087327,3.56649261981,2023-08-16 23:15:00+03:00,2,12519.1847601,CNYRUBF,T2,M15,1.84419858702,2023
T2-M15-Si-000059,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2023-08-17 09:45:00+03:00,2023-08-17 10:15:00+03:00,2023-08-17 10:15:00+03:00,94.7,95.3261506811,0.626150681094,626.150681094,2023-08-17 15:00:00+03:00,93.4312768028,ATR_TRAILING_STOP,19,2.02622665045,0.00319411933962,2.02303253111,0.383294320755,3.72114903066,2023-08-16 23:15:00+03:00,2,1907.46766067,USDRUBF,T2,M15,2.02303253111,2023
T2-M15-CNY-000040,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2023-08-17 15:00:00+03:00,2023-08-17 15:30:00+03:00,2023-08-17 15:30:00+03:00,12.76,12.8252688492,0.065268849188,65.268849188,2023-08-17 17:00:00+03:00,12.8252688492,INITIAL_STOP,6,-1,0.0306424891029,-1.0306424891,0.919274673086,0.459637336543,2023-08-17 14:30:00+03:00,2,16431.8443956,CNYRUBF,T2,M15,-1.0306424891,2023
T2-M15-Si-000060,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-08-25 11:45:00+03:00,2023-08-25 12:15:00+03:00,2023-08-25 12:15:00+03:00,94.62,94.5112470748,0.108752925161,108.752925161,2023-08-25 17:45:00+03:00,95.1540740164,ATR_TRAILING_STOP,22,4.91089334484,0.0183903099346,4.89250303491,0.91951549673,8.18368792089,2023-08-25 11:15:00+03:00,2,11204.521703,USDRUBF,T2,M15,4.89250303491,2023
T2-M15-Si-000061,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-08-29 11:30:00+03:00,2023-08-29 12:00:00+03:00,2023-08-29 12:00:00+03:00,95.5,95.2679887714,0.232011228642,232.011228642,2023-08-29 17:00:00+03:00,95.7801986826,ATR_TRAILING_STOP,20,1.20769449084,0.00862027243984,1.1990742184,0.56031770859,3.10329807834,2023-08-29 11:15:00+03:00,2,5508.96121001,USDRUBF,T2,M15,1.1990742184,2023
T2-M15-CNY-000041,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-08-29 10:30:00+03:00,2023-08-29 10:45:00+03:00,2023-08-29 10:45:00+03:00,13.11,13.0579162867,0.0520837133132,52.0837133132,2023-08-29 17:45:00+03:00,13.1046991539,ATR_TRAILING_STOP,28,-0.101775501936,0.0383997198505,-0.140175221786,0.76799439701,1.34399019477,2023-08-29 10:00:00+03:00,1,20379.3852932,CNYRUBF,T2,M15,-0.140175221786,2023
T2-M15-Si-000062,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-08-30 12:15:00+03:00,2023-08-30 12:45:00+03:00,2023-08-30 12:45:00+03:00,95.89,95.6374781676,0.252521832396,252.521832396,2023-08-30 21:00:00+03:00,96.2180748915,ATR_TRAILING_STOP,33,1.29919416624,0.00792010726766,1.29127405897,0.316804290706,2.29683110762,2023-08-30 12:00:00+03:00,2,5122.19757048,USDRUBF,T2,M15,1.29127405897,2023
T2-M15-CNY-000042,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-08-30 12:45:00+03:00,2023-08-30 13:15:00+03:00,2023-08-30 13:15:00+03:00,13.15,13.1180681393,0.0319318606968,31.9318606968,2023-09-01 17:00:00+03:00,13.2389908577,ATR_TRAILING_STOP,72,2.78689859363,0.0626333685653,2.72426522506,0.626333685653,5.32383632805,2023-08-30 11:45:00+03:00,2,33194.0003004,CNYRUBF,T2,M15,2.72426522506,2023
T2-M15-CNY-000043,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-09-05 10:15:00+03:00,2023-09-05 10:30:00+03:00,2023-09-05 10:30:00+03:00,13.35,13.3185763009,0.0314236990998,31.4236990998,2023-09-05 13:30:00+03:00,13.3250604366,ATR_TRAILING_STOP,12,-0.793654603504,0.0636462306251,-0.857300834129,0.63646230625,0.63646230625,2023-09-05 10:00:00+03:00,1,34649.7061234,CNYRUBF,T2,M15,-0.857300834129,2023
T2-M15-Si-000063,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-09-04 17:15:00+03:00,2023-09-04 18:00:00+03:00,2023-09-04 18:00:00+03:00,96.75,96.5794202302,0.17057976984,170.57976984,2023-09-05 13:30:00+03:00,97.3354501983,ATR_TRAILING_STOP,42,3.43211975775,0.0117247197711,3.42039503798,0.468988790845,5.21750029815,2023-09-04 16:45:00+03:00,3,7680.68169975,USDRUBF,T2,M15,3.42039503798,2023
T2-M15-Si-000064,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-09-05 15:15:00+03:00,2023-09-05 15:30:00+03:00,2023-09-05 15:30:00+03:00,97.54,97.3789619347,0.161038065298,161.038065298,2023-09-06 09:15:00+03:00,97.8407158971,ATR_TRAILING_STOP,35,1.86735910237,0.0124194239188,1.85493967846,0.124194239188,2.85646750132,2023-09-05 14:45:00+03:00,1,8414.04711776,USDRUBF,T2,M15,1.85493967846,2023
