year,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_minutes,losing_streak,average_MAE_R,average_MFE_R,top_1_positive_R_concentration,top_5_positive_R_concentration,net_R_without_top5,PF_without_top5
2023,163,1.87417168107,0.381498670878,62.1842833531,-19.2133843545,3.23650858203,0.386503067485,505.122699387,16,0.434497241001,1.8045542035,0.123802071206,0.33955217262,16.9153996456,1.2377926149
2024,165,1.26377196337,0.132303203333,21.8300285499,-13.9668568617,1.56298791962,0.369696969697,466.181818182,11,0.433868477114,1.51501709547,0.0779627292386,0.333412375869,-13.0419110942,0.842414750508
