year,version,trades,PF,expectancy_R,net_R,max_drawdown_R
2023,baseline,179,2.08253424018,0.454202912338,81.3023213084,-17.27246715
2023,optimized,163,1.87417168107,0.381498670878,62.1842833531,-19.2133843545
2024,baseline,205,1.12761986842,0.0659950055782,13.5289761435,-18.0698473818
2024,optimized,165,1.26377196337,0.132303203333,21.8300285499,-13.9668568617
