year,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,4,1.31274111725,0.134259265188,0.537037060751,-1.71719365035,0.312741117253,0.5
2024,59,2.17770317124,0.44437799404,26.2183016484,-4.0959911616,6.40096636296,0.474576271186
