direction,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
LONG,24,1.0034271296,0.00125907699214,0.0302178478114,-5.78783529177,0.00522092393583,0.416666666667
SHORT,39,2.76261740754,0.685259509264,26.7251208613,-2.75658906467,9.69499632856,0.512820512821
