direction,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
LONG,76,2.4396934929,0.558325991759,42.4327753737,-4.60460197039,9.21529714112,0.460526315789,22.4013157895,0.589673085516,1.89143726427
SHORT,43,2.05221309247,0.443602774674,19.074919311,-9.18779980011,2.07611394741,0.441860465116,16.7790697674,0.582708903433,1.76002508971
