instrument,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
USDRUBF,119,2.29212799301,0.516871383905,61.5076946847,-13.0698479402,4.70607576813,0.453781512605,20.3697478992,0.58715661636,1.84395219279
