direction,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
LONG,72,1.37729287898,0.17856287343,12.856526887,-10.8548815597,1.18440047606,0.416666666667,21.4930555556,0.616968336145,1.52946936164
SHORT,44,2.41783761375,0.584708619257,25.7271792473,-3.61654344717,7.11374814739,0.431818181818,15.3636363636,0.526354107705,2.07267570287
