instrument,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
CNYRUBF,116,1.73885301886,0.33261815633,38.5837061343,-8.26990262462,4.66555749029,0.422413793103,19.1681034483,0.582597421909,1.73551314624
