year,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
2023,64,2.82667203061,0.645737846184,41.3272221558,-4.56464716524,9.05376049006,0.5,21.0625,0.534211135217,2.03671582837
2024,55,1.80794495728,0.366917682344,20.1804725289,-9.0885777675,2.22042139542,0.4,19.5636363636,0.648765903508,1.61964541683
