direction,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
LONG,91,4.16745929124,0.899026019593,81.8113677829,-7.35772193508,0.527472527473,2.24250149099,-0.600667529872,11.119116556
SHORT,108,1.06242812691,0.0242563586784,2.61968673726,-7.05631981803,0.351851851852,1.17323502577,-0.599474917743,0.371253968757
