top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5
0.0668710915824,0.176217519509,0.254735851464,0.382474759053,74.2517361759,2.09528842787,0.375008768565,57.6066945992,1.84975718026,0.293911707139,45.6543983541,1.67344868651,0.235331950279
