group,metric,trades,mean,median,p05,p95
ALL,MAE_R,199,0.49206149776,0.464995328975,0.019269283897,1
ALL,MFE_R,199,1.56242506876,0.842305550803,0.0367382532525,4.69117189636
WINNERS,MAE_R,86,0.284044201413,0.214090088414,0.00209463290531,0.742971823302
WINNERS,MFE_R,86,3.04933708716,2.70499305429,1.0349521605,6.77600393543
LOSERS,MAE_R,113,0.650375546307,0.708873599,0.22215298996,1
LOSERS,MFE_R,113,0.430792913162,0.379650385948,0.0137962271983,0.935425050716
EXIT:ATR_TRAILING_STOP,R_result,199,0.42427665588,-0.203794989892,-1.00016165765,3.17805611137
ALL,holding_hours,199,36.5728643216,25,3,93.1
