year,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
2025,100,1.93433542118,0.356591858412,35.6591858412,-11.6340772346,0.38,1.94274946379,-0.615569254564,3.06506353037
2026,99,2.64621587973,0.492645138171,48.771868679,-5.03647210456,0.484848484848,1.63330256089,-0.580914789089,9.68373648586
