symbol,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
USDRUBF,49,2.42333238296,0.475258975437,23.2876897964,-5.50928189426,0.387755102041,2.08679343607,-0.545379516296,4.2269918736
CNYRUBF,51,2.54123305758,0.424007722705,21.624393858,-3.77219988631,0.529411764706,1.32055459082,-0.584607503918,5.73256839767
GLDRUBF,41,3.69344533814,0.882920959553,36.1997593417,-3.22707877426,0.487804878049,2.48198525675,-0.639997418725,11.217500989
IMOEXF,58,1.13853115388,0.0572277848987,3.31921152413,-4.02555252296,0.344827586207,1.36396240872,-0.630527280273,0.824535639566
