iterations,seed,trades,mean_R_2.5%,mean_R_5%,mean_R_50%,mean_R_95%,mean_R_97.5%,probability_mean_R_gt_0
10000,5102025,199,0.196334602563,0.230358637289,0.419953876186,0.627384843975,0.669949802645,0.9999
