year,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,winning_streak,losing_streak
2024,193,1.70741299686,0.31812238663,61.3976206195,-7.4489014096,8.2425068132,0.383419689119,4,8
