group,metric,trades,mean,median,p75,p90
ALL,MAE_R,193,0.457252099573,0.450218802638,0.704681828451,0.859887310425
ALL,MFE_R,193,1.79335821345,1.07327548258,2.31602401844,4.22968310648
WINNERS,MAE_R,74,0.372273227572,0.302073807308,0.598648457207,0.720644032579
WINNERS,MFE_R,74,3.69641759711,2.84183785555,4.28923697556,5.99369507161
LOSERS,MAE_R,119,0.510096104011,0.522860046376,0.793700568389,0.87456210627
LOSERS,MFE_R,119,0.609943134535,0.513719455431,0.981118408026,1.33937471754
