omitted_fold,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,winning_streak,losing_streak
WF01,148,1.85607448769,0.376361150603,55.7014502893,-5.81171314661,9.58434266871,0.385135135135,4,8
WF02,136,1.8773040447,0.390198685593,53.0670212407,-5.73096612924,9.25969898338,0.411764705882,4,6
WF03,148,1.6623169806,0.305721183306,45.2467351293,-7.4489014096,6.07428299037,0.344594594595,4,8
WF04,147,1.45376804766,0.205290171424,30.1776551993,-7.4489014096,4.05128938348,0.394557823129,4,8
