group,metric,trade_count,mean,median,p75,p90
ALL,MAE_R,982,0.457497776127,0.454557611008,0.707655042398,0.857592995643
ALL,MFE_R,982,1.61460314801,0.936856955697,2.07499909891,3.84221300901
WINNERS,MAE_R,360,0.356751361694,0.320805490216,0.558256734427,0.76217461486
WINNERS,MFE_R,360,3.38766808494,2.5352339444,4.00793952229,6.83435197911
LOSERS,MAE_R,622,0.515807597985,0.531776064806,0.765322896046,0.885531070529
LOSERS,MFE_R,622,0.588391930491,0.457361312261,0.867307578061,1.30762146681
