iterations,seed,sample_trades,bootstrap_mean_R,p2_5,p5,p50,p95,p97_5,probability_mean_R_gt_0,interpretation
10000,3302025,982,0.179938004594,0.0717853721098,0.0890655593711,0.178968877848,0.275541416414,0.295056051767,0.9996,DIAGNOSTIC_ONLY_IID_TRADE_BOOTSTRAP
