symbol,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
Si,179,1.22268985432,0.106726156572,19.1039820263,-15.9561084243,1.19728329229,0.335195530726,3,7
CNY,100,1.41292941617,0.172461932329,17.2461932329,-13.5277510766,1.27487511673,0.35,4,13
GD,148,1.09818616595,0.0455558563771,6.7422667438,-16.7705468346,0.402030226581,0.344594594595,5,11
BR,173,1.29070759527,0.149254570224,25.8210406488,-15.8759400227,1.62642593836,0.352601156069,3,6
MIX,201,1.77773631644,0.328419363063,66.0122919757,-11.2377810051,5.87413938263,0.412935323383,7,7
NG,181,1.46757890285,0.225732225204,40.8575327619,-14.0113214035,2.91603708068,0.386740331492,6,7
