year,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
2020,161,1.73784451058,0.368685913244,59.3584320324,-13.5094736777,4.39383749868,0.341614906832,5,8
2021,182,1.12132022947,0.0555240091264,10.105369661,-21.6271947909,0.467252908143,0.351648351648,3,9
2022,168,1.3809637159,0.170897087318,28.7107106694,-15.1189350657,1.89899027575,0.380952380952,7,16
2023,237,1.71355485345,0.305161099114,72.32318049,-11.5046860358,6.2864106213,0.37552742616,4,8
2024,234,1.04523884889,0.0225880963106,5.28561453667,-16.0546254912,0.329226897232,0.376068376068,5,9
