version,scenario,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
candidate,C1,982,1.38439307062,0.179005404674,175.783307389,-33.5282069751,5.24284843266,0.366598778004,7,16
