quarter,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023-Q1,89,0.944350126909,-0.0321956694246,-2.86541457879,-17.7560748148,-0.161376577237,0.325842696629
2023-Q2,84,0.741641435199,-0.173584948248,-14.5811356528,-37.343682356,-0.390457896299,0.202380952381
2023-Q3,108,0.846994571395,-0.0900362130104,-9.72391100513,-33.3980670736,-0.291151909591,0.333333333333
2023-Q4,117,1.21627487049,0.121836524444,14.2548733599,-12.6737111954,1.12475920748,0.324786324786
2024-Q1,112,0.996683709407,-0.00196753326244,-0.220363725393,-26.0258757521,-0.00846710126078,0.276785714286
2024-Q2,93,1.39325799358,0.233822572235,21.7454992178,-10.1060874065,2.15172285209,0.311827956989
2024-Q3,117,0.956195283575,-0.0260385444748,-3.04650970355,-20.1350129458,-0.151304084668,0.239316239316
2024-Q4,110,1.89369404715,0.409968786829,45.0965665511,-9.32161179031,4.83785074573,0.390909090909
