instrument,session,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
USDRUBF,Session_A,24,0.761504586262,-0.159098520547,-3.81836449313,-12.8075502474,-0.298133867866,0.25
USDRUBF,Session_B,303,1.57017176792,0.284215540832,86.1173088722,-15.9580057399,5.39649566968,0.320132013201
USDRUBF,Session_C,129,0.950302297596,-0.0270953930595,-3.49530570468,-21.026670241,-0.166232012231,0.364341085271
CNYRUBF,Session_A,21,2.12672574074,0.640559549851,13.4517505469,-8.82143970868,1.52489287362,0.380952380952
CNYRUBF,Session_B,233,1.04253179311,0.0262501660234,6.11628868346,-18.4152461172,0.33213179148,0.278969957082
CNYRUBF,Session_C,120,0.445346045018,-0.397600612012,-47.7120734415,-53.1992002361,-0.896856968333,0.233333333333
