direction,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
LONG,470,1.16208246394,0.0890098182089,41.8346145582,-40.6634260435,1.02880201273,0.327659574468
SHORT,360,1.03992534359,0.0245138608473,8.82498990504,-60.1287002433,0.146768346386,0.269444444444
