session,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
Session_A,45,1.34467706693,0.214075245639,9.63338605374,-19.0273690779,0.506291017655,0.311111111111
Session_B,536,1.3128231923,0.17207760738,92.2335975556,-23.4212239618,3.93803490825,0.30223880597
Session_C,249,0.672487974635,-0.205652125085,-51.2073791461,-64.6405433984,-0.792186705959,0.301204819277
