analysis,top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5,omitted_period,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
profit_concentration,0.0487427090882,0.0855355233367,0.118886545423,0.196723311377,124.083907165,1.41804641347,0.191487511057,107.804206566,1.36319908795,0.166879576727,93.0473942548,1.31348246795,0.144483531452,,,,,,,,,,
leave_one_quarter_out,,,,,,,,,,,,,,2020Q1,623,1.51038577891,0.231222084447,144.05135861,-14.9346837251,9.64542411891,0.357945425361,5,11
leave_one_quarter_out,,,,,,,,,,,,,,2020Q2,621,1.51171054743,0.231791524719,143.942536851,-14.9346837251,9.63813760641,0.357487922705,5,11
leave_one_quarter_out,,,,,,,,,,,,,,2020Q3,621,1.49476705922,0.226213856547,140.478804916,-14.9346837251,9.40621224403,0.354267310789,5,11
leave_one_quarter_out,,,,,,,,,,,,,,2020Q4,632,1.50916742507,0.23234547763,146.842341862,-14.9346837251,9.83230341968,0.357594936709,5,11
leave_one_quarter_out,,,,,,,,,,,,,,2021Q1,615,1.49345211205,0.226594297273,139.355492823,-14.0978184419,9.88489768095,0.351219512195,5,11
leave_one_quarter_out,,,,,,,,,,,,,,2021Q2,614,1.53153389897,0.241634779416,148.363754561,-14.0978184419,10.5238803559,0.355048859935,5,11
leave_one_quarter_out,,,,,,,,,,,,,,2021Q3,610,1.49864895829,0.228822158871,139.581516911,-18.2977929295,7.62832530948,0.352459016393,5,11
leave_one_quarter_out,,,,,,,,,,,,,,2021Q4,622,1.54777805257,0.247099105832,153.695643827,-14.9346837251,10.2911883945,0.358520900322,5,11
leave_one_quarter_out,,,,,,,,,,,,,,2022Q1,615,1.4708051315,0.212910532862,130.93997771,-14.9346837251,8.76750925029,0.352845528455,5,11
leave_one_quarter_out,,,,,,,,,,,,,,2022Q2,633,1.42331467733,0.196630041391,124.466816201,-14.9346837251,8.33407780786,0.347551342812,5,11
leave_one_quarter_out,,,,,,,,,,,,,,2022Q3,611,1.5170851914,0.236423148366,144.454543652,-14.9346837251,9.67242067597,0.360065466448,5,10
leave_one_quarter_out,,,,,,,,,,,,,,2022Q4,619,1.54384344485,0.24567234435,152.071181153,-14.9346837251,10.1824172478,0.358642972536,5,11
leave_one_quarter_out,,,,,,,,,,,,,,2023Q1,619,1.50643987805,0.232527735166,143.934668068,-14.9346837251,9.63761072662,0.35379644588,5,11
leave_one_quarter_out,,,,,,,,,,,,,,2023Q2,612,1.49214956871,0.226173740711,138.418329315,-14.9346837251,9.26824644319,0.354575163399,5,11
leave_one_quarter_out,,,,,,,,,,,,,,2023Q3,613,1.46364666761,0.214110656603,131.249832498,-14.9346837251,8.78825657869,0.352365415987,5,11
leave_one_quarter_out,,,,,,,,,,,,,,2023Q4,613,1.36542671819,0.168115868304,103.055027271,-14.9346837251,6.90038230253,0.350734094617,5,11
leave_one_quarter_out,,,,,,,,,,,,,,2024Q1,616,1.49969261138,0.229537283043,141.394966354,-14.9346837251,9.46755679309,0.355519480519,5,11
leave_one_quarter_out,,,,,,,,,,,,,,2024Q2,608,1.49877261319,0.227950082449,138.593650129,-14.9346837251,9.27998561471,0.351973684211,5,11
leave_one_quarter_out,,,,,,,,,,,,,,2024Q3,608,1.45935793589,0.212008999014,128.901471401,-14.9346837251,8.63101447431,0.351973684211,5,11
leave_one_quarter_out,,,,,,,,,,,,,,2024Q4,606,1.47960145936,0.220426509217,133.578464585,-14.9346837251,8.9441776635,0.353135313531,5,11
leave_one_year_out,,,,,,,,,,,,,,2020,550,1.5638041371,0.251566953727,138.36182455,-14.9346837251,9.26446298406,0.365454545455,5,11
leave_one_year_out,,,,,,,,,,,,,,2021,514,1.62200938152,0.280239670105,144.043190434,-14.0978184419,10.2174099509,0.354085603113,5,11
leave_one_year_out,,,,,,,,,,,,,,2022,531,1.4777287142,0.21653352359,114.979301026,-14.9346837251,7.69881057694,0.35593220339,5,10
leave_one_year_out,,,,,,,,,,,,,,2023,510,1.33196392688,0.156283606789,79.7046394622,-17.4154515689,4.57666223278,0.347058823529,5,11
leave_one_year_out,,,,,,,,,,,,,,2024,491,1.45974217128,0.21489884884,105.51533478,-14.9346837251,7.06512014064,0.348268839104,5,11
leave_one_fold_out,,,,,,,,,,,,,,2020-01,648,1.49519627693,0.226145298657,146.54215353,-14.9346837251,9.81220334004,0.354938271605,5,11
leave_one_fold_out,,,,,,,,,,,,,,2020-02,639,1.50158635299,0.229618242341,146.726056856,-14.9346837251,9.82451718139,0.35524256651,5,11
leave_one_fold_out,,,,,,,,,,,,,,2020-03,634,1.49433746259,0.224109295506,142.085293351,-14.9346837251,9.51377986746,0.356466876972,5,11
leave_one_fold_out,,,,,,,,,,,,,,2020-04,636,1.48613516553,0.221577463765,140.923266954,-14.9346837251,9.4359726358,0.353773584906,5,11
leave_one_fold_out,,,,,,,,,,,,,,2020-05,642,1.51011474301,0.232728035947,149.411399078,-14.9346837251,10.0043229457,0.355140186916,5,11
leave_one_fold_out,,,,,,,,,,,,,,2020-06,641,1.49601032773,0.22606866762,144.910015944,-14.9346837251,9.70291829487,0.357254290172,5,11
leave_one_fold_out,,,,,,,,,,,,,,2020-07,640,1.49202649974,0.226064364114,144.681193033,-14.9346837251,9.68759671757,0.353125,5,11
