direction,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
LONG,353,1.4622986391,0.209267668657,73.8714870359,-10.519769559,7.02215829177,0.354107648725,4,9
SHORT,296,1.52383614077,0.242498599754,71.7795855272,-10.8006434833,6.64586194683,0.35472972973,4,8
