iterations,seed,sample_trades,bootstrap_mean_R,p2_5,p5,p50,p95,p97_5,probability_mean_R_gt_0,interpretation
10000,3302025,649,0.224763179334,0.088297509574,0.110131767682,0.223191628177,0.34625958634,0.370324191567,0.9994,DIAGNOSTIC_ONLY_IID_TRADE_BOOTSTRAP
