scope,metric,trades,mean,std,min,p25,p50,p75,max
ALL,MAE_R,25,0.618248795446,0.353614205089,0,0.324608489489,0.611310032623,1,1
ALL,MFE_R,25,2.20918361002,3.12391254185,0,0.117763993146,1.13979802748,2.24457780062,12.237116903
WINNERS,MAE_R,11,0.327738189629,0.230486073341,0,0.134865467738,0.324608489489,0.50590503839,0.697855346761
WINNERS,MFE_R,11,4.52706329331,3.49965628266,1.58431810054,2.00849464736,2.61007142868,6.25576424433,12.237116903
LOSERS,MAE_R,14,0.846507128587,0.251271957801,0.256716253406,0.825843173071,1,1,1
LOSERS,MFE_R,14,0.387992430296,0.515104239903,0,0.0273512828752,0.132825351156,0.691701567324,1.69503060468
