top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5
0.33267520439,0.737211986105,0.873558621183,0.988681937571,5.86191394492,1.50035049334,0.244246414372,-4.79370262782,0.590827927997,-0.217895573992,-8.38511268013,0.284278939334,-0.419255634007
