seed,iterations,sample_trades,mean,p2_5,p5,p50,p95,p97_5,probability_mean_R_gt_0,status
3302025,10000,25,0.584036393994,-0.256030430487,-0.158148753486,0.549934870446,1.44794820028,1.6358045236,0.8889,DIAGNOSTIC_ONLY_IID_TRADE_BOOTSTRAP
