year,trades,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
2023,11,1.30123894856,0.127031058516,1.39734164368,-2.01222595642,0.694425811982,0.545454545455,4,2
2024,14,2.86906827312,0.944809572259,13.2273340116,-3.50859617406,3.76997903305,0.357142857143,2,4
