split,dimension,category,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_time,losing_streak,top_1_positive_R_concentration,top_5_positive_R_concentration
train,portfolio,COMBINED,592,1.42966563816,0.212839749003,126.00113141,-25.3175436888,4.97683080787,0.363175675676,82.2550675676,15,0.0392516925581,0.137598676587
train,strategy,T2,237,1.29054139505,0.15910216037,37.7072120077,-23.4212239618,1.60995907256,0.31223628692,82.8270042194,14,0.0775108201895,0.256639071099
train,strategy,T3,355,1.54011866116,0.248715265921,88.2939194021,-16.0325643275,5.50716139967,0.397183098592,81.8732394366,12,0.0653643419026,0.197454342867
train,instrument,USDRUBF,354,1.73457800344,0.327931031845,116.087585273,-10.4785072904,11.0786376395,0.398305084746,81.7937853107,10,0.0600336842363,0.178138515825
train,instrument,CNYRUBF,238,1.0733137174,0.0416535551966,9.91354613678,-21.3103835613,0.465197921391,0.310924369748,82.9411764706,11,0.0894499714528,0.300551535417
train,direction,LONG,337,1.58418267356,0.266651819408,89.8616631404,-17.7844391803,5.05282523837,0.391691394659,88.3382789318,16,0.0532745313431,0.170269629736
train,direction,SHORT,255,1.25919561057,0.141723404978,36.1394682694,-22.5748040584,1.60087627675,0.325490196078,74.2156862745,12,0.0937323212845,0.291647501235
test,portfolio,COMBINED,363,1.13781986496,0.0753506246943,27.352276764,-29.9259818809,0.913997638336,0.32782369146,70.7300275482,13,0.0307510866084,0.144766729472
test,strategy,T2,129,1.18337021068,0.107622953683,13.8833610251,-13.4593828621,1.03150056487,0.302325581395,71.5891472868,8,0.0775049025639,0.321884876883
test,strategy,T3,234,1.10972481894,0.0575594689698,13.4689157389,-23.8157624243,0.56554627557,0.34188034188,70.2564102564,14,0.0505118634077,0.214720913425
test,instrument,USDRUBF,188,1.29290583318,0.154136982801,28.9777527666,-22.5275184022,1.28632689359,0.31914893617,73.2446808511,9,0.0542890276732,0.245936842333
test,instrument,CNYRUBF,175,0.983668808142,-0.00928843430065,-1.62547600261,-19.4219155838,-0.0836928775436,0.337142857143,68.0285714286,14,0.0702788863153,0.242866978872
test,direction,LONG,182,0.838469196723,-0.0934156786226,-17.0016535093,-27.6648464312,-0.614558029504,0.302197802198,66.2912087912,12,0.0761971748095,0.272104443661
test,direction,SHORT,181,1.47584619895,0.245049338527,44.3539302733,-19.8087162627,2.2391117973,0.353591160221,75.1933701657,11,0.0504788014228,0.229811693855
