analysis,hypothesis_id,scope,label,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
session_filter,M5_SESSION_KEEP_B,T3,Keep only Session_B,818,1.27449100465,0.133231745739,108.983568015,-24.2580243788,4.49268111505,0.382640586797
session_filter,M5_SESSION_REMOVE_C,T3,Remove Session_C,848,1.2348087228,0.11524259889,97.7257238588,-25.695282931,3.80325541155,0.377358490566
session_filter,M5_SESSION_KEEP_B_A,T3,Keep Session_B + Session_A,848,1.2348087228,0.11524259889,97.7257238588,-25.695282931,3.80325541155,0.377358490566
