scope,variant,trades,win_rate,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,average_holding_time,losing_streak,top_1_positive_R_concentration,top_5_positive_R_concentration
T3,BASELINE,1131,0.374889478338,1.15749204634,0.0773919100962,87.5302503188,-42.6941794806,2.05016822864,101.41025641,15,0.0255810949338,0.0805446477669
T3,SESSION_CANDIDATE,814,0.384520884521,1.28778699992,0.138922442491,113.082868188,-24.3146215479,4.65081753235,78.7162162162,14,0.0325212334836,0.098998345954
