trade_id,strategy_id,symbol,direction,range_context_time,range_high,range_low,range_midpoint,sweep_time,sweep_extreme,sweep_depth_points,sweep_depth_atr,entry_time,entry_price,initial_stop,initial_risk_points,initial_risk_ticks,target_price,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R_C1,net_R_C1,MAE_R,MFE_R,ADX_H1_entry,EMA200_slope_ATR_H1_entry,ATR_M15_entry,quantity
Si-000034,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,SHORT,2023-12-01T14:00:00+0300,90.18,88.4,89.29,2023-12-01T14:30:00+0300,90.24,0.05999999999998806,0.4853186199963598,2023-12-01T14:30:00+0300,90.12,90.25236301215898,0.13236301215897583,132.36301215897583,89.29,2023-12-01T16:00:00+0300,90.25236301215898,STOP,6,-1.0,0.01510996136592813,-1.0151099613659282,1.0,0.9065976819557221,22.642851213947434,0.060436814181324176,0.12363012158989099,7009.606758414527
Si-000035,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,SHORT,2023-12-15T15:00:00+0300,90.39,89.37,89.88,2023-12-15T15:30:00+0300,90.44,0.04999999999999716,0.27797267152157795,2023-12-15T15:30:00+0300,90.25,90.45798737973999,0.20798737973998982,207.98737973998982,89.88,2023-12-15T16:45:00+0300,90.45798737973999,STOP,5,-1.0,0.009615968057774706,-1.0096159680577748,1.0,0.48079840288870795,21.476112502412548,0.19809752281104728,0.17987379739995718,4415.625346887219
Si-000036,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,SHORT,2023-12-18T15:00:00+0300,90.66,89.55,90.10499999999999,2023-12-18T16:00:00+0300,90.67,0.010000000000005116,0.09081828128633686,2023-12-18T16:00:00+0300,90.56,90.68101099895128,0.12101099895127732,121.01099895127732,90.10499999999999,2023-12-18T17:15:00+0300,90.10499999999999,RANGE_MIDPOINT_TARGET,5,3.7599887939377252,0.01652742327005548,3.74346137066767,0.3305484654010438,3.7599887939377252,20.07279489797126,0.03628722263680747,0.11010998951275644,7512.7227915334615
CNY-000015,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2023-12-18T17:00:00+0300,12.691,12.57,12.630500000000001,2023-12-18T17:30:00+0300,12.564,0.006000000000000227,0.3344916231432448,2023-12-18T17:30:00+0300,12.578,12.562206233105744,0.015793766894255157,15.793766894255157,12.630500000000001,2023-12-18T17:45:00+0300,12.562206233105744,STOP,1,-1.0,0.12663223494374115,-1.1266322349437412,1.0,0.0,24.900031483057344,0.0784422260838856,0.017937668942551513,66879.82126085089
CNY-000016,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2023-12-18T21:00:00+0300,12.691,12.55,12.6205,2023-12-18T21:15:00+0300,12.545,0.005000000000000782,0.29989496508843394,2023-12-18T21:15:00+0300,12.554,12.543332749601673,0.01066725039832761,10.66725039832761,12.6205,2023-12-19T10:00:00+0300,12.543332749601673,STOP,15,-1.0,0.18748973965339333,-1.1874897396533934,1.0,2.8123460948008403,23.79351557598087,0.026443279737703218,0.016672503983274165,97905.62970122228
Si-000037,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,SHORT,2023-12-20T14:00:00+0300,90.74,89.73,90.235,2023-12-20T14:15:00+0300,90.75,0.010000000000005116,0.10971406221124344,2023-12-20T14:15:00+0300,90.68,90.75911460190103,0.0791146019010256,79.1146019010256,90.235,2023-12-20T15:00:00+0300,90.75911460190103,STOP,3,-1.0,0.02527978340208362,-1.0252797834020837,1.0,0.6319945850522342,17.488039362028207,0.015215953598159257,0.09114601901031717,11921.373569863264
CNY-000017,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,SHORT,2023-12-20T15:00:00+0300,12.73,12.509,12.6195,2023-12-20T15:45:00+0300,12.737,0.006999999999999673,0.49887089706070176,2023-12-20T15:45:00+0300,12.721,12.73840316864368,0.01740316864368019,17.40316864368019,12.6195,2023-12-20T19:15:00+0300,12.73840316864368,STOP,14,-1.0,0.11492160082734605,-1.1149216008273461,1.0,1.5514416111691283,19.963525486380405,0.15948250409715292,0.014031686436797546,59298.5069150221
CNY-000018,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,SHORT,2023-12-20T19:00:00+0300,12.739,12.563,12.651,2023-12-20T19:30:00+0300,12.74,0.0009999999999994458,0.06115119666461937,2023-12-20T19:30:00+0300,12.735,12.741635290974736,0.006635290974736918,6.635290974736918,12.651,2023-12-20T20:00:00+0300,12.741635290974736,STOP,2,-1.0,0.3014185824879063,-1.3014185824879063,1.0,1.5070929124394994,22.27341515882601,0.1670432440349406,0.016352909747357765,153795.2338105444
CNY-000019,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,SHORT,2024-01-03T12:00:00+0300,12.73,12.482,12.606,2024-01-03T12:15:00+0300,12.74,0.009999999999999787,0.6081487505579857,2024-01-03T12:15:00+0300,12.729,12.741644334546576,0.012644334546576985,12.644334546576985,12.606,2024-01-03T13:00:00+0300,12.734,RANGE_FAILURE,3,-0.3954340168383443,0.15817360673531297,-0.5536076235736572,0.7117812303089354,0.31634721347059114,21.182800273785368,0.09840990104188797,0.01644334546576744,79655.86937024734
CNY-000020,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,SHORT,2024-01-03T21:00:00+0300,12.779,12.584,12.6815,2024-01-03T21:15:00+0300,12.787,0.008000000000000895,0.5200362224499018,2024-01-03T21:15:00+0300,12.769,12.788538354378916,0.019538354378916267,19.538354378916267,12.6815,2024-01-04T10:15:00+0300,12.71,TIME_EXIT,16,3.0197016010552997,0.10236276613746904,2.917338834917831,0.5118138306873343,3.275608516399012,22.774975467742664,0.10601074876531374,0.015383543789147462,51264.27388075049
CNY-000021,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2024-01-04T16:00:00+0300,12.789,12.67,12.7295,2024-01-04T16:45:00+0300,12.665,0.005000000000000782,0.2705680687931017,2024-01-04T16:45:00+0300,12.68,12.663152036187306,0.016847963812693934,16.847963812693934,12.7295,2024-01-04T17:15:00+0300,12.663152036187306,STOP,2,-1.0,0.11870870701260171,-1.1187087070126016,1.0,0.23741741402517724,19.929179768977644,0.05465353511297147,0.018479638126937245,61184.852818550986
CNY-000022,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2024-01-04T19:00:00+0300,12.789,12.658,12.7235,2024-01-04T19:15:00+0300,12.642,0.016000000000000014,0.8508812095170202,2024-01-04T19:15:00+0300,12.663,12.640119596505242,0.022880403494758284,22.880403494758284,12.7235,2024-01-04T23:15:00+0300,12.662,TIME_EXIT,16,-0.043705522947990745,0.08741104589602994,-0.13111656884402068,0.43705522948014036,0.7429938901162308,21.352588542741785,0.028809554615876008,0.01880403494758332,44549.39299857087
CNY-000023,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2024-01-05T10:00:00+0300,12.789,12.642,12.715499999999999,2024-01-05T10:45:00+0300,12.632,0.009999999999999787,0.7072765242432933,2024-01-05T10:45:00+0300,12.65,12.630586125842266,0.019413874157734767,19.413874157734767,12.715499999999999,2024-01-05T11:15:00+0300,12.630586125842266,STOP,2,-1.0,0.10301910807447834,-1.1030191080744784,1.0,0.5150955403723807,19.93359333593666,0.1091419643913932,0.014138741577346521,52435.26342001808
CNY-000024,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2024-01-05T11:00:00+0300,12.789,12.642,12.715499999999999,2024-01-05T11:45:00+0300,12.632,0.009999999999999787,0.6089420790163457,2024-01-05T11:45:00+0300,12.646,12.630357807689007,0.015642192310993508,15.642192310993508,12.715499999999999,2024-01-05T12:30:00+0300,12.630357807689007,STOP,3,-1.0,0.12785931538473527,-1.1278593153847352,1.0,0.8950152076931052,19.055245558918934,0.11392980734039228,0.016421923109917583,64360.74714624972
Si-000038,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,LONG,2024-01-05T11:00:00+0300,92.28,91.14,91.71000000000001,2024-01-05T11:45:00+0300,91.03,0.10999999999999943,0.9224760523519506,2024-01-05T11:45:00+0300,91.16,91.01807557120648,0.14192442879351574,141.92442879351574,91.71000000000001,2024-01-05T12:30:00+0300,91.01807557120648,STOP,3,-1.0,0.014092006689769931,-1.0140920066897698,1.0,0.9864404682838991,16.88773210691281,0.12724741090491695,0.11924428793521821,6577.336666536303
Si-000039,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,LONG,2024-01-05T12:00:00+0300,92.28,91.14,91.71000000000001,2024-01-05T13:00:00+0300,91.02,0.12000000000000455,0.9386698024496777,2024-01-05T13:00:00+0300,91.15,91.00721595179829,0.14278404820171886,142.78404820171886,91.71000000000001,2024-01-05T14:00:00+0300,91.07,RANGE_FAILURE,4,-0.5602866777316197,0.014007166943288303,-0.574293844674908,0.7003583471644749,0.5602866777315202,16.18942009141391,0.11789469559429058,0.1278404820170379,6471.439679650079
Si-000040,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,LONG,2024-01-05T14:00:00+0300,92.27,90.99,91.63,2024-01-05T14:30:00+0300,90.96,0.030000000000001137,0.2432800961929387,2024-01-05T14:30:00+0300,91.12,90.94766853496465,0.1723314650353558,172.3314650353558,91.63,2024-01-05T18:15:00+0300,90.94766853496465,STOP,15,-1.0,0.011605541678588276,-1.0116055416785883,1.0,0.9284433342870424,15.101383426816751,0.09077920171645824,0.12331465035351256,5331.073895459977
Si-000041,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,LONG,2024-01-05T18:00:00+0300,91.75,90.93,91.34,2024-01-05T18:30:00+0300,90.9,0.030000000000001137,0.2648584004968834,2024-01-05T18:30:00+0300,90.94,90.88867319294245,0.05132680705754922,51.32680705754922,91.34,2024-01-05T19:00:00+0300,90.88867319294245,STOP,2,-1.0,0.03896599291199894,-1.038965992911999,1.0,0.19482996456009438,13.666844882700142,0.039859505244490105,0.11326807057552304,17718.188360569915
CNY-000025,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2024-01-08T13:00:00+0300,12.705,12.613,12.658999999999999,2024-01-08T14:00:00+0300,12.605,0.007999999999999119,0.4313197353428014,2024-01-08T14:00:00+0300,12.62,12.603145227462491,0.01685477253750811,16.85477253750811,12.658999999999999,2024-01-08T14:30:00+0300,12.658999999999999,RANGE_MIDPOINT_TARGET,2,2.3138846824073274,0.11866075294396643,2.195223929463361,0.0,2.3138846824073274,15.911338115295978,0.20523512662359963,0.01854772537510006,59056.77665725972
Si-000042,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,SHORT,2024-01-08T16:00:00+0300,91.66,90.52,91.09,2024-01-08T16:30:00+0300,91.74,0.0799999999999983,0.493978181249499,2024-01-08T16:30:00+0300,91.62,91.75619504727874,0.13619504727873277,136.19504727873277,91.09,2024-01-08T20:30:00+0300,91.38,TIME_EXIT,16,1.762178616589722,0.014684821804913794,1.7474937947848082,0.8810893082947566,2.6432679248844786,16.390068179726583,0.017718532947191494,0.1619504727873635,6607.945804587893
Si-000043,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,SHORT,2024-01-25T13:00:00+0300,88.89,88.17,88.53,2024-01-25T13:45:00+0300,88.95,0.060000000000002274,0.6684189943192306,2024-01-25T13:45:00+0300,88.84,88.95897640559438,0.11897640559438116,118.97640559438116,88.53,2024-01-25T16:00:00+0300,88.95897640559438,STOP,9,-1.0,0.016810055657745078,-1.016810055657745,1.0,0.5043016697323714,23.985897287894215,0.167680374753205,0.08976405594384836,7696.453744012895
Si-000044,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,SHORT,2024-01-30T18:00:00+0300,89.79,88.71,89.25,2024-01-30T18:45:00+0300,89.82,0.029999999999986926,0.2623472692371261,2024-01-30T18:45:00+0300,89.76,89.8314352248023,0.07143522480230047,71.43522480230047,89.25,2024-01-30T19:30:00+0300,89.8314352248023,STOP,3,-1.0,0.027997392120414983,-1.027997392120415,1.0,0.8399217636124813,23.272230089875478,0.12897068882637105,0.11435224802310034,12688.215256503847
Si-000045,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,SHORT,2024-01-31T18:00:00+0300,90.05,89.3,89.675,2024-01-31T18:45:00+0300,90.06,0.010000000000005116,0.09413212610657475,2024-01-31T18:45:00+0300,90.02,90.07062336570267,0.05062336570267689,50.62336570267689,89.675,2024-01-31T19:15:00+0300,90.07062336570267,STOP,2,-1.0,0.03950744823539543,-1.0395074482353954,1.0,0.19753724117679752,23.405117833515458,0.2963096218802641,0.10623365702675504,17720.431609782947
Si-000046,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,SHORT,2024-01-31T19:00:00+0300,90.08,89.31,89.695,2024-01-31T19:30:00+0300,90.09,0.010000000000005116,0.10373297142150223,2024-01-31T19:30:00+0300,90.06,90.09964013646093,0.039640136460931785,39.640136460931785,89.695,2024-01-31T22:15:00+0300,90.09964013646093,STOP,11,-1.0,0.050453913093138424,-1.0504539130931385,1.0,1.51361739279421,24.21077237213504,0.3183672565582813,0.09640136460924971,22395.049097173094
CNY-000026,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,SHORT,2024-02-12T17:00:00+0300,12.604,12.516,12.559999999999999,2024-02-12T17:30:00+0300,12.605,0.0010000000000012221,0.07846402622863478,2024-02-12T17:30:00+0300,12.588,12.606274469394531,0.018274469394532034,18.274469394532034,12.559999999999999,2024-02-12T19:45:00+0300,12.606274469394531,STOP,9,-1.0,0.10944230208940714,-1.109442302089407,1.0,0.0,14.730972052133515,0.1812652706443949,0.012744693945316313,55664.51877525313
CNY-000027,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,SHORT,2024-02-14T11:00:00+0300,12.608,12.544,12.576,2024-02-14T11:45:00+0300,12.609,0.0009999999999994458,0.11194735075872637,2024-02-14T11:45:00+0300,12.605,12.609893277056779,0.0048932770567784445,4.8932770567784445,12.576,2024-02-14T13:15:00+0300,12.576,RANGE_MIDPOINT_TARGET,6,5.926498676347679,0.40872404664466866,5.51777462970301,0.4087240466444422,5.926498676347679,17.90010840065291,0.16986778925139606,0.008932770567788493,205578.765973104
CNY-000028,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,SHORT,2024-02-14T15:00:00+0300,12.611,12.544,12.5775,2024-02-14T16:00:00+0300,12.614,0.0030000000000001137,0.29490741852274194,2024-02-14T16:00:00+0300,12.601,12.615017268407499,0.014017268407497951,14.017268407497951,12.5775,2024-02-14T18:00:00+0300,12.613,RANGE_FAILURE,8,-0.8560869101700144,0.1426811516950181,-0.9987680618650325,0.9274274860176106,1.5694926686452164,16.522539371324196,0.20042066762518357,0.010172684074981203,75725.1766073031
CNY-000029,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,SHORT,2024-02-14T18:00:00+0300,12.614,12.544,12.579,2024-02-14T18:15:00+0300,12.623,0.008999999999998565,0.8367983576406269,2024-02-14T18:15:00+0300,12.613,12.624075527923521,0.011075527923521733,11.075527923521733,12.579,2024-02-14T22:00:00+0300,12.616,RANGE_FAILURE,15,-0.27086744945393004,0.18057829963594652,-0.45144574908987656,0.27086744945393004,1.1737589476336434,14.954112007612855,0.2184286850056593,0.010755279235220155,94881.12966181619
Si-000047,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,LONG,2024-02-26T16:00:00+0300,93.55,92.1,92.82499999999999,2024-02-26T17:00:00+0300,92.06,0.03999999999999204,0.27968964278204095,2024-02-26T17:00:00+0300,92.16,92.04569843359157,0.11430156640842881,114.30156640842881,92.82499999999999,2024-02-26T17:45:00+0300,92.04569843359157,STOP,3,-1.0,0.017497572980351705,-1.0174975729803517,1.0,0.524927189410571,17.850645892958354,0.3146318810984112,0.14301566408436367,7685.086922762214
CNY-000030,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2024-02-26T17:00:00+0300,12.887,12.725,12.806000000000001,2024-02-26T18:00:00+0300,12.72,0.004999999999999005,0.26764315834010527,2024-02-26T18:00:00+0300,12.733,12.718131840906748,0.014868159093252231,14.868159093252231,12.806000000000001,2024-02-26T22:00:00+0300,12.757,TIME_EXIT,16,1.614187731613075,0.13451564430109444,1.4796720873119806,0.0,3.16111764107564,20.303467568206667,0.31673764385016445,0.01868159093252553,70359.38598319206
CNY-000031,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2024-02-27T10:00:00+0300,12.887,12.713,12.8,2024-02-27T10:15:00+0300,12.708,0.004999999999999005,0.38120166179225096,2024-02-27T10:15:00+0300,12.722,12.706688358288762,0.015311641711237556,15.311641711237556,12.8,2024-02-27T14:15:00+0300,12.749,TIME_EXIT,16,1.7633641453473352,0.1306195663220199,1.6327445790253152,0.0,2.4164619769574207,22.760775914220947,0.17872958988286966,0.01311641711237851,69332.44843619967
CNY-000032,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2024-03-04T20:00:00+0300,12.689,12.62,12.654499999999999,2024-03-04T20:15:00+0300,12.615,0.004999999999999005,0.4366481514527422,2024-03-04T20:15:00+0300,12.621,12.61385491327895,0.007145086721051186,7.145086721051186,12.654499999999999,2024-03-04T20:30:00+0300,12.61385491327895,STOP,1,-1.0,0.27991262780723253,-1.2799126278072326,1.0,0.0,16.37726970036424,0.10819318077274381,0.011450867210507698,151002.6069170313
CNY-000033,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2024-03-04T21:00:00+0300,12.689,12.619,12.654,2024-03-04T21:15:00+0300,12.615,0.0039999999999995595,0.34310245713370174,2024-03-04T21:15:00+0300,12.621,12.613834167486466,0.007165832513534198,7.165832513534198,12.654,2024-03-04T22:00:00+0300,12.617,RANGE_FAILURE,3,-0.5582045062377203,0.2791022531188909,-0.8373067593566113,0.6977556327973363,0.5582045062377203,17.821283731428178,0.12294154422504507,0.01165832513534236,148638.3333913654
Si-000048,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,LONG,2024-03-04T21:00:00+0300,91.95,91.2,91.575,2024-03-04T21:15:00+0300,91.19,0.010000000000005116,0.13767871350579974,2024-03-04T21:15:00+0300,91.22,91.1827367130725,0.03726328692749803,37.26328692749803,91.575,2024-03-05T10:15:00+0300,91.44,TIME_EXIT,16,5.903934358448994,0.05367213053135477,5.850262227917639,0.0,6.709016316419346,23.11024478310573,0.19856723013038516,0.07263286927491419,23333.411206514058
Si-000049,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,LONG,2024-03-05T14:00:00+0300,91.82,91.12,91.47,2024-03-05T15:00:00+0300,91.08,0.04000000000000625,0.5289096708102445,2024-03-05T15:00:00+0300,91.13,91.07243727195633,0.05756272804366347,57.56272804366347,91.47,2024-03-05T15:15:00+0300,91.07243727195633,STOP,1,-1.0,0.03474470491535644,-1.0347447049153564,1.0,0.0,21.657847921765814,0.26297888600235875,0.0756272804366191,15988.582620992436
CNY-000034,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2024-03-05T18:00:00+0300,12.673,12.564,12.618500000000001,2024-03-05T19:00:00+0300,12.56,0.0039999999999995595,0.28989756915851067,2024-03-05T19:00:00+0300,12.567,12.558620202297105,0.00837979770289543,8.37979770289543,12.618500000000001,2024-03-05T19:15:00+0300,12.558620202297105,STOP,1,-1.0,0.23866924607367906,-1.238669246073679,1.0,0.0,24.91858124814588,0.2549515530620487,0.013797977028956847,126041.12170929345
CNY-000035,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,SHORT,2024-03-12T14:00:00+0300,12.669,12.573,12.621,2024-03-12T14:15:00+0300,12.674,0.004999999999999005,0.4971430319320396,2024-03-12T14:15:00+0300,12.667,12.675005746772829,0.00800574677282917,8.00574677282917,12.621,2024-03-12T15:00:00+0300,12.672,RANGE_FAILURE,3,-0.6245513556549603,0.24982054226194508,-0.8743718979169054,0.9992821690478921,0.0,22.307987695728077,0.03391691609168861,0.010057467728286524,130295.93844440154
Si-000050,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,SHORT,2024-03-12T15:00:00+0300,91.27,90.57,90.91999999999999,2024-03-12T15:30:00+0300,91.29,0.020000000000010232,0.24905217627621978,2024-03-12T15:30:00+0300,91.18,91.29803044578813,0.11803044578812205,118.03044578812205,90.91999999999999,2024-03-12T16:00:00+0300,91.29803044578813,STOP,2,-1.0,0.016944780532221537,-1.0169447805322216,1.0,0.6777912212889674,18.61136532493171,0.29756572062659126,0.0803044578812616,7716.8495903699595
Si-000051,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,SHORT,2024-03-15T12:00:00+0300,92.01,91.48,91.745,2024-03-15T12:30:00+0300,92.04,0.030000000000001137,0.38576411975970254,2024-03-15T12:30:00+0300,91.98,92.04777677302356,0.067776773023553,67.776773023553,91.745,2024-03-15T13:30:00+0300,92.04777677302356,STOP,4,-1.0,0.029508634164464913,-1.0295086341644648,1.0,1.0328021957563809,22.486412085843487,0.22173780376568367,0.07776773023548308,13301.911378309993
CNY-000036,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,SHORT,2024-03-19T16:00:00+0300,12.838,12.665,12.7515,2024-03-19T17:00:00+0300,12.848,0.010000000000001563,0.7683843729917285,2024-03-19T17:00:00+0300,12.836,12.84930143198528,0.013301431985279777,13.301431985279777,12.7515,2024-03-19T21:00:00+0300,12.827,TIME_EXIT,16,0.676618879077104,0.15035975090601741,0.5262591281710867,0.6014390036240035,2.781655391761383,21.50058182666741,0.2678633640759878,0.013014319852792233,77735.6583988245
Si-000052,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,LONG,2024-03-21T14:00:00+0300,93.01,91.76,92.385,2024-03-21T14:30:00+0300,91.67,0.09000000000000341,0.573797265944357,2024-03-21T14:30:00+0300,91.8,91.65431501763051,0.14568498236948813,145.68498236948813,92.385,2024-03-21T15:45:00+0300,91.65431501763051,STOP,5,-1.0,0.013728250966373283,-1.0137282509663732,1.0,0.1372825096637055,23.60541311076689,0.20754261651841033,0.15684982369492678,6124.714910517589
Si-000053,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,SHORT,2024-03-22T13:00:00+0300,92.9,91.61,92.255,2024-03-22T13:30:00+0300,92.91,0.009999999999990905,0.08836430065716716,2024-03-22T13:30:00+0300,92.85,92.92131678735147,0.07131678735147773,71.31678735147773,92.255,2024-03-22T13:45:00+0300,92.92131678735147,STOP,1,-1.0,0.028043888042000517,-1.0280438880420004,1.0,0.0,24.66391720710653,0.20478007801557147,0.11316787351476439,12384.653493548254
CNY-000037,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2024-03-29T10:00:00+0300,12.766,12.652,12.709,2024-03-29T10:45:00+0300,12.65,0.0019999999999988916,0.1506307529351441,2024-03-29T10:45:00+0300,12.666,12.648672249881896,0.01732775011810439,17.32775011810439,12.709,2024-03-29T12:15:00+0300,12.709,RANGE_MIDPOINT_TARGET,6,2.48156856527334,0.11542179373364571,2.366146771539694,0.17313269060047512,2.48156856527334,23.816144529503887,0.03877588437510794,0.01327750118105043,59986.84549500742
Si-000054,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,LONG,2024-03-29T17:00:00+0300,92.78,92.2,92.49000000000001,2024-03-29T17:45:00+0300,92.16,0.04000000000000625,0.3549544678214641,2024-03-29T17:45:00+0300,92.24,92.14873094900156,0.09126905099843441,91.26905099843441,92.49000000000001,2024-03-29T18:00:00+0300,92.14873094900156,STOP,1,-1.0,0.021913233216748436,-1.0219132332167484,1.0,0.0,15.12290466721474,0.09211233902428881,0.11269050998429904,9577.766614117958
CNY-000038,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,SHORT,2024-04-03T10:00:00+0300,12.762,12.693,12.7275,2024-04-03T10:15:00+0300,12.767,0.004999999999999005,0.6515804322180095,2024-04-03T10:15:00+0300,12.757,12.767767364971808,0.010767364971808746,10.767364971808746,12.7275,2024-04-03T10:30:00+0300,12.767767364971808,STOP,1,-1.0,0.18574646677589418,-1.1857464667758941,1.0,0.0,12.407582251504625,0.05604499339996401,0.007673649718084346,98820.06215537773
CNY-000039,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,SHORT,2024-04-03T10:00:00+0300,12.762,12.693,12.7275,2024-04-03T11:00:00+0300,12.766,0.0039999999999995595,0.4130662546134816,2024-04-03T11:00:00+0300,12.753,12.766968367654178,0.013968367654177527,13.968367654177527,12.7275,2024-04-03T12:00:00+0300,12.7275,RANGE_MIDPOINT_TARGET,4,1.8255533238613366,0.14318065285186413,1.6823726710094724,0.0,1.8255533238613366,12.407582251504625,0.05604499339996401,0.00968367654177531,75271.14003536302
CNY-000040,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2024-05-02T13:00:00+0300,12.759,12.66,12.7095,2024-05-02T13:15:00+0300,12.648,0.012000000000000455,0.8766137941335913,2024-05-02T13:15:00+0300,12.662,12.646631096147436,0.015368903852564841,15.368903852564841,12.7095,2024-05-02T14:00:00+0300,12.659,RANGE_FAILURE,3,-0.1951993472520461,0.1301328981680258,-0.3253322454200719,0.32533224542011535,0.45546514358806905,19.959794631645362,0.16840562483194363,0.013689038525638028,69562.77987860049
CNY-000041,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2024-05-02T14:00:00+0300,12.759,12.641,12.7,2024-05-02T14:45:00+0300,12.637,0.0039999999999995595,0.2938403691784062,2024-05-02T14:45:00+0300,12.653,12.635638716657217,0.017361283342783196,17.361283342783196,12.7,2024-05-02T16:30:00+0300,12.7,RANGE_MIDPOINT_TARGET,7,2.7071731433688027,0.1151988571646328,2.5919742862041697,0.28799714291162704,2.7071731433688027,21.928670899663985,0.20091373889549066,0.013612833427836273,61379.42199534323
CNY-000042,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2024-05-06T12:00:00+0300,12.743,12.658,12.7005,2024-05-06T12:15:00+0300,12.652,0.006000000000000227,0.5601475547404037,2024-05-06T12:15:00+0300,12.661,12.650928853665569,0.010071146334430736,10.071146334430736,12.7005,2024-05-06T13:45:00+0300,12.650928853665569,STOP,6,-1.0,0.1985871253962917,-1.1985871253962916,1.0,1.3901098777741534,15.664245205672001,0.22993082380506885,0.010711463344298422,108552.31770764572
CNY-000043,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2024-05-06T15:00:00+0300,12.743,12.635,12.689,2024-05-06T15:15:00+0300,12.631,0.0039999999999995595,0.3358292052518394,2024-05-06T15:15:00+0300,12.643,12.629808918361642,0.013191081638359137,13.191081638359137,12.689,2024-05-06T15:30:00+0300,12.629808918361642,STOP,1,-1.0,0.15161758943133824,-1.1516175894313383,1.0,0.0,18.02983350800403,0.28720709275235223,0.01191081638358387,81884.32132164195
CNY-000044,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,SHORT,2024-05-10T11:00:00+0300,12.669,12.587,12.628,2024-05-10T11:15:00+0300,12.67,0.0009999999999994458,0.09560580585287091,2024-05-10T11:15:00+0300,12.659,12.671045961582646,0.012045961582645148,12.045961582645148,12.628,2024-05-10T11:45:00+0300,12.671045961582646,STOP,2,-1.0,0.16603074700831183,-1.1660307470083118,1.0,0.0,18.574525308605025,0.314575353426185,0.010459615826452627,88635.81757496929
CNY-000045,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2024-05-13T14:00:00+0300,12.707,12.608,12.6575,2024-05-13T14:15:00+0300,12.607,0.0010000000000012221,0.08362618237129588,2024-05-13T14:15:00+0300,12.617,12.605804202258616,0.011195797741384794,11.195797741384794,12.6575,2024-05-13T15:00:00+0300,12.605804202258616,STOP,3,-1.0,0.17863845401628545,-1.1786384540162855,1.0,1.0718307240975946,20.382510994110934,0.19773305064084726,0.011957977413835232,94254.46268725261
